numero_dpe;conso_5_usages_ep;conso_5_usages_par_m2_ep;conso_chauffage_ep;conso_ecs_ep;conso_refroidissement_ep;conso_eclairage_ep;conso_auxiliaires_ep;conso_5 usages_ef;conso_5 usages_par_m2_ef;conso_chauffage_ef;conso_ecs_ef;conso_refroidissement_ef;conso_eclairage_ef;conso_auxiliaires_ef;conso_5 usages_ef_energie_n1;conso_chauffage_ef_energie_n1;conso_ecs_ef_energie_n1;conso_5 usages_ef_energie_n2;conso_chauffage_ef_energie_n2;Conso_ecs_ef_energie_n2;conso_5_usages_ef_energie_n3;conso_chauffage_ef_energie_n3;conso_ecs_ef_energie_n3;conso_chauffage_installation_chauffage_n1;conso_chauffage_generateur_n1_installation_n1;conso_chauffage_generateur_n2_installation_n1;conso_chauffage_installation_chauffage_n2;conso_chauffage_generateur_n1_installation_n2;conso_chauffage_generateur_n2_installation_n2;conso_ef_installation_ecs_n1;conso_ef_generateur_n1_ecs_n1;conso_ef_generateur_n2_ecs_n1;conso_refroidissement_annuel
2238N3112174W;3683,40;94,40;3330,00;16,80;0,00;55,50;11,90;3474,90;89,10;3314,50;11,90;0,00;24,10;5,20;3314,50;3302,60;11,90;41,20;11,90;0,00;;;;;;;;;;;;;
2238N3129050Y;7258,10;51,80;5000,20;1773,90;0,00;629,50;74,10;3155,70;22,50;2174,00;547,00;0,00;273,70;32,20;3155,70;2174,00;547,00;;;;;;;;;;;;;;;;
2338N0781360F;4625,10;66,80;2217,30;2687,60;0,00;97,00;24,30;4271,30;61,70;2171,10;1882,10;0,00;42,20;10,50;3999,20;2135,50;1863,70;106,80;35,60;18,40;;;;;;;;;;;;;
2238N2641821J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N3030420M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2570840I;8879,80;59,00;6558,00;1425,70;0,00;651,70;244,40;3860,80;25,00;2851,30;619,90;0,00;283,40;106,30;3860,80;2851,30;619,90;;;;;;;;;;;;;;;;
2238N1155537P;2763,30;67,90;1086,70;1959,30;0,00;61,50;0,00;2571,70;63,20;1076,00;1370,90;0,00;26,80;0,00;2424,30;1067,70;1356,50;49,40;8,30;14,40;;;;;;;;;;;;;
2338N3634580L;6249,00;86,40;4153,00;1583,10;0,00;370,90;142,00;5214,90;72,20;3421,50;1570,40;0,00;161,20;61,80;4419,50;2858,90;1560,50;795,40;562,60;9,80;;;;;;;;;;;;;
2138N0230873O;5384,20;67,00;3094,30;2474,40;0,00;413,50;24,30;5081,80;63,20;3094,30;1754,90;0,00;179,80;10,60;4849,20;3094,30;1754,90;190,30;0,00;0,00;;;;;;;;;;;;;
2138N0894589C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3202320B;5609,40;59,60;2544,80;2360,20;0,00;141,40;31,40;5016,30;53,40;2349,80;2360,20;0,00;61,50;13,70;4560,00;2199,80;2360,20;225,20;150,00;0,00;;;;;;;;;;;;;
2338N4171583K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0352416H;8861,00;90,70;6476,30;2442,00;0,00;454,10;0,00;7095,80;72,70;6059,00;753,00;0,00;197,40;0,00;5738,00;5738,00;0,00;1357,80;321,00;753,00;;;;;;;;;;;;;
2238N0637882U;4209,10;59,20;2233,80;2128,30;0,00;95,70;0,00;3945,80;55,50;2233,80;1509,40;0,00;41,60;0,00;3743,20;2233,80;1509,40;41,60;0,00;0,00;;;;;;;;;;;;;
2138N0435557A;7611,00;81,20;5322,20;2334,40;0,00;440,50;27,50;7206,30;76,90;5291,00;1640,00;0,00;191,50;12,00;6895,00;5267,00;1628,00;311,30;24,00;12,00;;;;;;;;;;;;;
2338N1963912Z;380,40;5,60;0,00;0,00;0,00;88,30;0,00;165,40;2,50;0,00;0,00;0,00;38,40;0,00;38,40;0,00;0,00;;;;;;;;;;;;;;;;
2338N4094730N;4783,10;71,60;2697,40;1579,70;0,00;324,10;181,80;4392,20;65,80;2596,10;1576,10;0,00;140,90;79,10;4091,60;2518,20;1573,40;300,70;77,90;2,80;;;;;;;;;;;;;
2438N0753789V;4018,50;60,80;2023,40;1537,90;0,00;90,20;5,30;3663,10;55,50;1936,10;1528,30;0,00;39,20;2,30;3389,70;1868,80;1520,90;116,10;67,20;7,40;;;;;;;;;;;;;
2338N1963908V;73807,80;57,40;34757,40;31736,40;0,00;5851,20;0,00;68847,00;53,60;34344,00;31323,00;0,00;2544,00;0,00;65031,00;34026,00;31005,00;3816,00;318,00;318,00;;;;;;;;;;;;;
2338N0733991I;6688,00;76,10;4526,90;2160,10;0,00;419,40;69,90;6016,50;68,50;4224,00;1519,00;0,00;182,30;30,40;5500,00;3991,00;1509,00;516,50;233,00;10,00;;;;;;;;;;;;;
2338N0513914V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N1207179X;9622,70;61,00;6584,00;1873,90;0,00;658,40;506,50;4183,80;26,00;2862,60;814,70;0,00;286,30;220,20;4183,80;2862,60;814,70;;;;;;;;;;;;;;;;
2338N0524591M;9376,00;74,40;7077,10;1975,00;0,00;574,80;107,80;4076,50;32,40;3077,00;609,00;0,00;249,90;46,90;4076,50;3077,00;609,00;;;;;;;;;;;;;;;;
2338N0206382R;6759,40;65,70;4496,50;2127,40;0,00;522,10;0,00;2938,90;28,60;1955,00;656,00;0,00;227,00;0,00;2938,90;1955,00;656,00;;;;;;;;;;;;;;;;
2238N1463299P;3418,50;94,40;1114,60;2722,70;0,00;47,70;28,60;3207,70;88,60;1114,60;1931,00;0,00;20,70;12,40;3045,50;1114,60;1931,00;33,20;0,00;0,00;;;;;;;;;;;;;
2438N1501870E;5258,80;72,70;3166,00;1529,50;0,00;102,90;6,10;4793,70;66,30;3019,40;1529,50;0,00;44,70;2,60;4436,00;2906,50;1529,50;160,20;112,80;0,00;;;;;;;;;;;;;
2338N1906225G;4584,90;68,60;2480,50;1723,00;0,00;93,10;5,80;4369,30;65,50;2480,50;1723,00;0,00;40,50;2,50;4203,50;2480,50;1723,00;43,00;0,00;0,00;;;;;;;;;;;;;
2138N1042715G;2789,60;69,10;1105,90;1997,90;0,00;56,30;7,00;2638,80;65,40;1105,90;1417,00;0,00;24,50;3,10;2522,90;1105,90;1417,00;27,50;0,00;0,00;;;;;;;;;;;;;
2238N0425006G;5058,00;51,70;3318,90;1449,60;0,00;474,00;52,70;2199,20;22,50;1443,00;447,00;0,00;206,10;22,90;2199,20;1443,00;447,00;;;;;;;;;;;;;;;;
2138N0622603C;5233,50;83,50;2119,00;3720,90;0,00;117,80;27,70;4964,70;79,20;2119,00;2639,00;0,00;51,20;12,00;4757,90;2119,00;2639,00;63,20;0,00;0,00;;;;;;;;;;;;;
2238N2265076E;3993,10;90,40;1035,30;3239,10;0,00;67,40;11,80;3073,60;69,60;489,20;2297,20;0,00;29,30;5,10;2366,40;69,10;2297,20;454,50;420,10;0,00;;;;;;;;;;;;;
2338N0705609S;5713,00;57,60;3664,00;1305,00;0,00;515,00;229,00;2484,00;25,10;1593,00;567,00;0,00;224,00;100,00;2484,00;1593,00;567,00;;;;;;;;;;;;;;;;
2338N1915002V;10345,20;65,00;6211,00;3100,40;0,00;704,80;0,00;8008,50;50,30;6211,00;1348,00;0,00;306,50;0,00;6211,00;6211,00;0,00;1797,50;0,00;1348,00;;;;;;;;;;;;;
2238N0378074E;3268,00;52,10;1133,30;2178,20;0,00;71,60;55,80;2934,60;46,80;1133,30;1544,80;0,00;31,10;24,20;2678,10;1133,30;1544,80;55,40;0,00;0,00;;;;;;;;;;;;;
2362N3837757W;6225,10;67,00;4025,30;1566,70;0,00;405,20;227,90;5824,30;62,00;3996,60;1552,40;0,00;176,20;99,10;5824,30;3996,60;1552,40;5824,30;3996,60;1552,40;;;;;;;;;;;;;
2338N2175157U;5617,50;56,10;3735,20;1140,80;0,00;484,80;57,00;2442,40;24,40;1624,00;496,00;0,00;210,80;24,80;2442,40;1624,00;496,00;;;;;;;;;;;;;;;;
2338N1982161W;4898,80;100,70;3169,40;1385,90;0,00;74,70;4,20;4553,30;93,70;3018,10;1385,90;0,00;32,50;1,80;4287,60;2901,60;1385,90;150,70;116,40;0,00;;;;;;;;;;;;;
2238N2477135H;6114,90;59,70;4257,30;1692,80;0,00;457,10;28,60;2658,70;26,00;1851,00;522,00;0,00;198,70;12,40;2658,70;1851,00;522,00;;;;;;;;;;;;;;;;
2438N1559303D;6237,30;86,00;3406,40;2450,70;0,00;301,00;79,20;5996,20;83,00;3388,50;2442,40;0,00;130,90;34,40;5996,20;3388,50;2442,40;5996,20;3388,50;2442,40;;;;;;;;;;;;;
2338N4082238B;3372,20;55,80;990,70;1733,80;0,00;82,90;39,80;1466,20;24,30;430,70;753,80;0,00;36,00;17,30;1237,90;430,70;753,80;;;;;;;;;;;;;;;;
2338N1191229K;6377,70;92,00;3187,70;1988,20;0,00;478,70;723,10;5698,40;82,00;3187,70;1988,20;0,00;208,10;314,40;5698,40;3187,70;1988,20;5698,40;3187,70;1988,20;;;;;;;;;;;;;
2238N1580944K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N0687931U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0569794Z;4880,40;49,00;3121,90;1025,50;0,00;488,60;244,30;2121,90;21,00;1357,40;445,90;0,00;212,50;106,20;2121,90;1357,40;445,90;;;;;;;;;;;;;;;;
2438N2135422O;6891,30;48,50;4017,20;1469,70;0,00;587,90;130,60;2996,20;21,10;1746,60;639,00;0,00;255,60;56,80;2996,20;1746,60;639,00;;;;;;;;;;;;;;;;
2338N1744840D;8011,50;87,90;5842,00;2114,40;0,00;455,50;0,00;3483,30;38,20;2540,00;652,00;0,00;198,10;0,00;3483,30;2540,00;652,00;;;;;;;;;;;;;;;;
2238N3138892M;7871,80;61,00;5669,50;1832,30;0,00;577,80;36,10;3422,50;26,50;2465,00;565,00;0,00;251,20;15,70;3422,50;2465,00;565,00;;;;;;;;;;;;;;;;
2338N2133797A;4636,40;64,80;2516,40;1620,10;0,00;100,90;18,90;4066,80;56,90;2229,40;1620,10;0,00;43,90;8,20;3628,70;2008,70;1620,10;272,80;220,70;0,00;;;;;;;;;;;;;
2238N2101130O;6060,70;41,00;3525,30;1406,60;0,00;642,50;486,20;2635,10;17,90;1532,70;611,60;0,00;279,40;211,40;2635,10;1532,70;611,60;;;;;;;;;;;;;;;;
2338N3511917Q;4267,20;94,80;2220,90;1722,10;0,00;216,20;108,10;3895,30;86,60;2056,20;1698,10;0,00;94,00;47,00;3609,20;1929,50;1679,70;286,10;126,70;18,40;;;;;;;;;;;;;
2238N1932654S;4324,20;87,90;2536,20;2070,20;0,00;75,10;0,00;4111,50;83,60;2514,50;1458,00;0,00;32,60;0,00;3947,90;2497,80;1450,10;57,20;16,70;7,90;;;;;;;;;;;;;
2238N2265092U;3985,80;90,40;1033,50;3233,20;0,00;67,30;11,80;3068,10;69,60;488,30;2293,10;0,00;29,30;5,10;2362,10;69,00;2293,10;453,70;419,30;0,00;;;;;;;;;;;;;
2238N1312827F;4121,60;58,40;1889,90;2444,90;0,00;106,70;0,00;3798,30;53,80;1871,30;1710,70;0,00;46,40;0,00;3549,70;1856,90;1692,80;78,70;14,30;17,90;;;;;;;;;;;;;
2238N0543070E;3244,80;63,00;1496,10;2019,90;0,00;71,80;0,00;3066,10;59,50;1496,10;1432,50;0,00;31,20;0,00;2928,60;1496,10;1432,50;31,20;0,00;0,00;;;;;;;;;;;;;
2338N0241252V;2917,60;82,30;1540,60;710,10;0,00;341,10;325,80;1268,50;35,80;669,80;308,70;0,00;148,30;141,70;1268,50;669,80;308,70;;;;;;;;;;;;;;;;
2238N0543072G;2791,10;57,30;1093,40;1972,70;0,00;67,80;0,00;2622,30;53,90;1093,40;1399,10;0,00;29,50;0,00;2492,50;1093,40;1399,10;29,50;0,00;0,00;;;;;;;;;;;;;
2238N0378137P;2512,20;52,10;871,20;1674,40;0,00;55,10;42,90;2255,80;46,80;871,20;1187,50;0,00;23,90;18,60;2058,70;871,20;1187,50;42,60;0,00;0,00;;;;;;;;;;;;;
2238N3020887V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3818777Y;5634,80;53,00;3351,70;1773,00;0,00;510,00;0,00;2449,90;23,00;1457,30;770,90;0,00;221,80;0,00;2449,90;1457,30;770,90;;;;;;;;;;;;;;;;
2238N0978437B;2684,20;65,70;946,60;1584,20;76,70;66,80;4,10;1802,10;44,10;411,60;1123,50;33,40;29,00;1,80;1123,50;0,00;1123,50;475,80;411,60;0,00;;;;;;;;;;;;;
2338N3115993U;10501,60;81,10;7306,70;2133,30;0,00;165,00;110,00;9901,50;76,60;7306,70;2133,30;0,00;71,70;47,80;9440,00;7306,70;2133,30;119,50;0,00;0,00;;;;;;;;;;;;;
2338N2154325O;8952,10;80,70;6012,60;1818,90;0,00;527,30;395,50;8169,20;73,70;5919,00;1763,00;0,00;229,30;172,00;7567,00;5847,00;1720,00;602,20;72,00;43,00;;;;;;;;;;;;;
2238N0540563T;4349,00;65,50;2378,20;2135,20;0,00;86,40;5,80;4091,00;61,60;2378,20;1514,30;0,00;37,50;2,50;3892,60;2378,20;1514,30;40,00;0,00;0,00;;;;;;;;;;;;;
2138N0772441C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0894512D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N2855340Q;4811,00;55,70;2266,60;2701,50;0,00;116,70;21,90;4455,80;51,70;2266,60;1916,00;0,00;50,70;9,50;4182,60;2266,60;1916,00;60,20;0,00;0,00;;;;;;;;;;;;;
2438N1111809V;4341,40;66,00;1341,40;2431,10;0,00;96,70;39,80;4019,80;61,20;1341,40;2431,10;0,00;42,10;17,30;3772,50;1341,40;2431,10;59,40;0,00;0,00;;;;;;;;;;;;;
2238N2729974W;3622,20;67,00;1968,60;1818,20;0,00;83,60;0,00;3416,40;63,30;1968,60;1289,50;0,00;36,30;0,00;3258,10;1968,60;1289,50;36,40;0,00;0,00;;;;;;;;;;;;;
2238N0547112Q;3477,60;49,70;1460,60;2239,70;0,00;97,30;0,00;3235,40;46,40;1460,60;1588,40;0,00;42,30;0,00;3049,00;1460,60;1588,40;42,30;0,00;0,00;;;;;;;;;;;;;
2238N0654286S;3297,20;71,50;1663,00;1730,20;0,00;70,80;27,60;2814,00;61,00;1410,00;1227,10;0,00;30,80;12,00;1227,10;0,00;1227,10;1215,30;1215,30;0,00;237,50;194,70;0,00;;;;;;;;;;
2238N0754528E;1971,40;31,10;1413,40;0,00;0,00;97,10;37,80;1440,90;22,80;1198,30;0,00;0,00;42,20;16,40;1032,80;1032,80;0,00;224,10;165,50;0,00;;;;;;;;;;;;;
2438N1606208E;1505,60;29,70;1177,80;0,00;0,00;75,30;0,00;1320,30;26,10;1177,80;0,00;0,00;32,70;0,00;1177,80;1177,80;0,00;32,70;0,00;0,00;;;;;;;;;;;;;
2138N0660129K;4759,30;74,00;1503,30;3563,60;0,00;100,10;55,60;4302,10;67,00;1457,90;2527,40;0,00;43,50;24,20;3950,40;1423,00;2527,40;102,60;34,90;0,00;;;;;;;;;;;;;
2338N2542436X;3639,10;54,10;1393,90;1802,30;0,00;100,50;5,60;3388,80;50,40;1393,90;1802,30;0,00;43,70;2,40;3196,20;1393,90;1802,30;46,10;0,00;0,00;;;;;;;;;;;;;
2338N2605962F;7114,00;91,70;4196,80;2361,90;0,00;100,70;33,60;6473,00;83,50;3869,70;2361,90;0,00;43,80;14,60;5980,00;3618,10;2361,90;310,00;251,60;0,00;;;;;;;;;;;;;
2338N2083876Z;3493,80;48,00;1362,30;1491,70;82,60;350,90;206,40;1519,10;21,00;592,30;648,60;35,90;152,60;89,70;1519,10;592,30;648,60;;;;;;;;;;;;;;;;
2338N3577736D;3165,80;76,40;1592,90;1249,50;0,00;63,80;15,00;2955,50;71,40;1575,00;1239,90;0,00;27,70;6,50;2793,80;1561,20;1232,60;55,40;13,80;7,40;;;;;;;;;;;;;
2238N2739476I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0978394K;1981,10;65,70;698,70;1169,20;56,60;49,30;3,00;1330,10;44,10;303,80;829,20;24,60;21,40;1,30;829,20;0,00;829,20;351,20;303,80;0,00;;;;;;;;;;;;;
2338N2559895K;2725,80;60,70;885,50;1544,40;0,00;67,20;3,70;2558,60;57,00;885,50;1544,40;0,00;29,20;1,60;2429,90;885,50;1544,40;30,80;0,00;0,00;;;;;;;;;;;;;
2238N1658946M;5745,10;42,00;3394,80;1268,40;0,00;671,50;410,40;2497,90;18,00;1476,00;551,50;0,00;292,00;178,40;2497,90;1476,00;551,50;;;;;;;;;;;;;;;;
2138N0894349W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0892598N;6142,30;66,70;4056,90;1984,70;0,00;103,10;13,70;4686,70;50,90;3780,00;612,00;0,00;44,80;6,00;3567,00;3567,00;0,00;875,80;213,00;612,00;;;;;;;;;;;;;
2338N1681336R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438N1112125Z;3880,30;84,90;1365,20;2119,40;0,00;67,30;27,70;3656,70;80,00;1365,20;2119,40;0,00;29,30;12,00;3484,60;1365,20;2119,40;41,30;0,00;0,00;;;;;;;;;;;;;
2238N2849665J;4558,20;75,40;2750,20;2006,60;0,00;86,30;0,00;4298,80;71,20;2725,90;1405,60;0,00;37,50;0,00;4099,20;2707,20;1392,10;69,70;18,70;13,50;;;;;;;;;;;;;
2238N2265192Q;3973,10;90,40;1030,20;3223,00;0,00;67,10;11,70;3058,30;69,60;486,80;2285,80;0,00;29,20;5,10;2354,60;68,80;2285,80;452,30;418,00;0,00;;;;;;;;;;;;;
2238N0131417J;4548,80;53,20;2114,40;2524,60;0,00;127,00;22,40;4184,90;48,90;2114,40;1790,50;0,00;55,20;9,70;3904,90;2114,40;1790,50;65,00;0,00;0,00;;;;;;;;;;;;;
2438N1176154Q;4428,70;90,30;2736,70;1286,90;0,00;50,90;9,70;1925,50;39,30;1189,90;559,50;0,00;22,10;4,20;1775,70;1189,90;559,50;;;;;;;;;;;;;;;;
2138N0661048T;4790,20;47,00;2610,50;1897,20;0,00;484,40;161,50;2082,70;20,40;1135,00;585,00;0,00;210,60;70,20;2082,70;1135,00;585,00;;;;;;;;;;;;;;;;
2338N3646295A;3838,20;58,10;1524,10;1838,30;0,00;93,80;16,60;3529,20;53,50;1507,00;1815,40;0,00;40,80;7,20;3291,50;1493,80;1797,80;78,80;13,20;17,60;;;;;;;;;;;;;
2238N0327165D;4380,90;66,70;1501,30;2731,90;0,00;92,60;55,60;3832,40;58,40;1493,40;1929,50;0,00;40,30;24,20;3410,50;1487,30;1923,20;76,80;6,10;6,20;;;;;;;;;;;;;
2338N2339263O;3355,60;71,90;795,10;2248,20;0,00;63,00;7,90;3179,10;68,20;795,10;2248,20;0,00;27,40;3,40;3043,40;795,10;2248,20;30,80;0,00;0,00;;;;;;;;;;;;;
2338N1707032Z;7441,20;59,70;4103,30;2370,80;0,00;610,00;357,10;6730,20;54,10;3944,30;2365,40;0,00;265,20;155,30;6183,20;3822,00;2361,20;547,00;122,30;4,20;;;;;;;;;;;;;
2338N2465683W;3550,90;89,80;1176,80;1827,90;0,00;55,40;4,00;2574,00;65,20;511,70;1824,90;0,00;24,10;1,70;1822,50;0,00;1822,50;539,80;511,70;2,40;;;;;;;;;;;;;
2338N3789340T;4670,90;49,10;2804,60;1183,00;0,00;458,90;224,40;2030,80;21,40;1219,40;514,40;0,00;199,50;97,60;2030,80;1219,40;514,40;;;;;;;;;;;;;;;;
2338N2339201E;4459,40;65,60;1420,60;2583,80;0,00;91,80;11,50;4202,20;61,80;1420,60;2583,80;0,00;39,90;5,00;4004,30;1420,60;2583,80;44,90;0,00;0,00;;;;;;;;;;;;;
2238N2322866W;4445,10;63,10;2327,70;2322,80;0,00;106,70;5,90;4179,40;59,40;2327,70;1647,40;0,00;46,40;2,60;3975,10;2327,70;1647,40;49,00;0,00;0,00;;;;;;;;;;;;;
2413N2062579Y;4220,90;24,30;1849,60;1280,50;0,00;758,80;0,00;1835,20;10,60;804,20;556,70;0,00;329,90;0,00;1835,20;804,20;556,70;;;;;;;;;;;;;;;;
2338N0687968F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0535878O;4776,20;56,70;2536,00;2342,70;0,00;109,50;7,30;4449,10;52,80;2536,00;1661,50;0,00;47,60;3,20;4197,50;2536,00;1661,50;50,80;0,00;0,00;;;;;;;;;;;;;
2438N0753818Y;2807,80;70,80;1205,60;1252,10;0,00;55,40;3,10;2559,90;64,60;1163,60;1244,10;0,00;24,10;1,30;2369,20;1131,30;1237,90;63,90;32,30;6,20;;;;;;;;;;;;;
2238N2640300W;3497,80;74,10;1710,00;2105,40;0,00;67,60;0,00;3331,30;70,60;1710,00;1493,20;0,00;29,40;0,00;3203,20;1710,00;1493,20;29,40;0,00;0,00;;;;;;;;;;;;;
2238N0578894A;1317,40;15,00;764,70;0,00;0,00;116,60;0,00;572,80;6,50;332,50;0,00;0,00;50,70;0,00;383,20;332,50;0,00;;;;;;;;;;;;;;;;
2238N2743932S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0919879U;5129,40;66,00;3384,50;1177,20;0,00;357,40;210,20;2230,20;29,00;1471,50;511,80;0,00;155,40;91,40;2230,20;1471,50;511,80;;;;;;;;;;;;;;;;
2338N2339223A;4495,90;71,80;1569,20;2507,90;0,00;84,50;10,60;4259,20;68,10;1569,20;2507,90;0,00;36,70;4,60;4077,10;1569,20;2507,90;41,30;0,00;0,00;;;;;;;;;;;;;
2138N0458857E;3384,00;53,60;966,10;2849,20;0,00;105,70;0,00;3123,00;49,40;955,00;1995,30;0,00;46,00;0,00;2922,30;946,50;1975,80;74,00;8,50;19,50;;;;;;;;;;;;;
2238N0526181P;57568,50;55,00;27273,20;34246,40;0,00;4862,90;0,00;53850,80;51,50;27112,00;24127,00;0,00;2114,30;0,00;50991,00;26988,00;24003,00;2859,80;124,00;124,00;;;;;;;;;;;;;
2338N1032729G;2139,50;34,50;978,00;783,70;0,00;284,80;93,00;1909,60;30,80;969,80;775,50;0,00;123,80;40,40;1732,70;963,50;769,20;176,90;6,30;6,30;;;;;;;;;;;;;
2338N3767023K;5118,20;50,00;2299,10;2025,40;0,00;492,70;301,10;2225,30;22,00;999,60;880,60;0,00;214,20;130,90;2225,30;999,60;880,60;;;;;;;;;;;;;;;;
2138N0368140B;4870,50;60,30;2574,50;2532,80;0,00;138,60;0,00;4588,10;56,90;2574,50;1796,30;0,00;60,30;0,00;4370,80;2574,50;1796,30;60,30;0,00;0,00;;;;;;;;;;;;;
2238N0654309P;5078,10;71,50;2561,30;2664,70;0,00;109,10;42,40;4334,00;61,00;2171,50;1889,90;0,00;47,40;18,40;1889,90;0,00;1889,90;1871,70;1871,70;0,00;365,70;299,80;0,00;;;;;;;;;;
2238N0446438O;4012,10;66,00;1803,50;2687,50;0,00;87,70;0,00;3703,50;60,90;1688,80;1883,20;0,00;38,10;0,00;3466,10;1600,50;1865,60;144,00;88,30;17,60;;;;;;;;;;;;;
2238N0407739D;4207,60;63,50;1912,60;2770,80;0,00;95,70;0,00;3875,90;58,50;1790,90;1941,60;0,00;41,60;0,00;3620,70;1697,20;1923,50;153,40;93,60;18,10;;;;;;;;;;;;;
2238N2266895D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0915100Z;6493,00;56,30;4307,00;1358,00;0,00;497,00;331,00;2824,00;24,50;1873,00;591,00;0,00;216,00;144,00;2824,00;1873,00;591,00;;;;;;;;;;;;;;;;
2138N1042509I;3176,70;67,70;1338,60;2154,50;0,00;65,40;8,20;3001,50;64,00;1338,60;1528,00;0,00;28,40;3,60;2866,60;1338,60;1528,00;32,00;0,00;0,00;;;;;;;;;;;;;
2338N0790981G;3923,10;87,70;1571,30;2843,20;0,00;59,20;16,90;2845,50;63,70;683,20;2016,50;0,00;25,70;7,40;2016,50;0,00;2016,50;716,30;683,20;0,00;;;;;;;;;;;;;
2438N2059591Z;8674,20;39,00;4111,50;3559,90;0,00;852,40;150,40;3771,40;17,00;1787,60;1547,80;0,00;370,60;65,40;3771,40;1787,60;1547,80;;;;;;;;;;;;;;;;
2438N1139300E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0579070U;3911,50;56,20;1767,70;2252,30;0,00;103,90;0,00;3423,70;49,20;1588,70;1597,40;0,00;45,20;0,00;3048,50;1451,10;1597,40;182,80;137,60;0,00;;;;;;;;;;;;;
2338N2392085E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2339260L;3551,60;59,20;679,10;2471,30;0,00;81,00;10,10;3324,80;55,50;679,10;2471,30;0,00;35,20;4,40;3150,40;679,10;2471,30;39,60;0,00;0,00;;;;;;;;;;;;;
2338N3869364P;5860,90;120,90;2699,60;2767,50;0,00;70,30;17,50;5516,40;113,80;2577,70;2767,50;0,00;30,60;7,60;5251,40;2483,90;2767,50;132,00;93,80;0,00;;;;;;;;;;;;;
2238N1932664C;4506,70;69,00;2468,30;2280,80;0,00;98,80;0,00;4237,50;64,90;2448,80;1605,70;0,00;43,00;0,00;4030,40;2433,90;1596,60;67,10;15,00;9,10;;;;;;;;;;;;;
2238N0965272S;3915,50;47,70;1191,70;1737,70;0,00;93,00;6,60;1702,40;20,70;518,10;535,80;0,00;40,40;2,90;1097,20;518,10;535,80;;;;;;;;;;;;;;;;
2338N1238886J;5972,70;46,40;3822,60;1780,40;0,00;580,20;102,40;2596,80;20,20;1662,00;549,00;0,00;252,30;44,50;2596,80;1662,00;549,00;;;;;;;;;;;;;;;;
2338N0688343Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N1498285G;6796,20;49,00;2623,10;2941,10;159,00;675,60;397,40;2954,90;21,00;1140,50;1278,70;69,10;293,80;172,80;2954,90;1140,50;1278,70;;;;;;;;;;;;;;;;
2338N2206074X;7673,60;78,50;5846,10;1182,20;0,00;484,00;0,00;6124,60;62,70;5330,00;514,00;0,00;210,40;0,00;4933,00;4933,00;0,00;1191,60;397,00;514,00;;;;;;;;;;;;;
2238N0449401N;4944,80;73,20;2547,70;2687,60;0,00;100,90;11,90;4667,30;69,20;2547,70;1906,10;0,00;43,90;5,20;4453,80;2547,70;1906,10;49,00;0,00;0,00;;;;;;;;;;;;;
2438N0602450C;5471,70;44,80;2834,10;1374,90;0,00;505,10;112,20;2379,00;19,50;1232,20;597,80;0,00;219,60;48,80;2379,00;1232,20;597,80;;;;;;;;;;;;;;;;
2238N1081408M;6017,90;51,70;3864,00;1965,30;0,00;538,40;63,30;2616,50;22,50;1680,00;606,00;0,00;234,10;27,50;2616,50;1680,00;606,00;;;;;;;;;;;;;;;;
2338N2911196Z;8752,70;105,00;6440,80;1697,00;0,00;121,60;16,20;7965,20;95,60;6014,30;1683,60;0,00;52,90;7,00;7359,40;5686,30;1673,20;398,40;328,10;10,40;;;;;;;;;;;;;
2238N1217534C;6485,40;107,40;1791,60;1133,30;1226,20;1270,60;1063,70;3680,50;61,00;1003,50;1128,90;533,10;552,40;462,50;2157,60;606,20;3,30;1522,90;397,30;1125,60;;;;;;;;;;;;;
2338N1847380Z;4144,60;51,70;1712,60;2662,00;0,00;114,80;21,50;3837,10;47,90;1712,60;1887,90;0,00;49,90;9,40;3600,50;1712,60;1887,90;59,30;0,00;0,00;;;;;;;;;;;;;
2338N3744676X;5441,00;62,00;3481,00;1392,00;0,00;413,00;155,00;2364,00;27,00;1513,00;605,00;0,00;179,00;67,00;2364,00;1513,00;605,00;;;;;;;;;;;;;;;;
