numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2338N0480496N;Rue du Cholard 38510 Vézeronce-Curtin;;Rue du Cholard;Vézeronce-Curtin;38510;38543;38;84;38543_0072;892872.06;6509350.85;adresse géocodée ban à l'adresse;LIEU DIT CHARRAY;VEZERONCE CURTIN;38510
2138N0893824R;Promenade de Cassiopee 38080 L'Isle-d'Abeau;;Promenade de Cassiopee;L'Isle-d'Abeau;38080;38193;38;84;38193_0064;871861.07;6504846.91;adresse non géocodée ban car aucune correspondance trouvée;2, promenade de Cassiopée;L'ISLE-D'ABEAU;38080
2338N1898263A;Route de Loyettes 38460 Saint-Romain-de-Jalionas;;Route de Loyettes;Saint-Romain-de-Jalionas;38460;38451;38;84;38451_0180;871728.6;6520405.03;adresse géocodée ban à l'adresse;33 route de Loyette - Revolat;SAINT-ROMAIN-DE-JALIONAS;38460
2338N0728523A;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Claix;SEYSSINS;38180
2438N1960158Q;Rue Marguerite Rozand 38230 Pont-de-Chéruy;;Rue Marguerite Rozand;Pont-de-Chéruy;38230;38316;38;84;38316_0412;868593.14;6518983.06;adresse non géocodée ban car aucune correspondance trouvée;4 rue Maguerite Rozand;PONT DE CHERUY, France;38230
2438N0211106K;4 Rue Marceline Desbordes-Valmore 38100 Grenoble;4;Rue Marceline Desbordes-Valmore;Grenoble;38100;38185;38;84;38185_4731_00004;914489.18;6456244;adresse non géocodée ban car aucune correspondance trouvée;4 rue Marceline Desbordes-Valmore;Grenoble;38000
2238N2007564W;Rue des Tilleuls 38550 Le Péage-de-Roussillon;;Rue des Tilleuls;Le Péage-de-Roussillon;38550;38298;38;84;38298_0727;840017.17;6476686.3;adresse non géocodée ban car aucune correspondance trouvée;9 des Tilleuls;LE PEAGE-DE-ROUSSILLON;38550
2338N3115953G;Rue Joseph Bouchayer 38100 Grenoble;;Rue Joseph Bouchayer;Grenoble;38100;38185;38;84;38185_3960;912844.6;6456753.16;adresse non géocodée ban car aucune correspondance trouvée;RUE JOSEPH BOUCHAYER;GRENOBLE;38000
2238N1680284E;Chemin du Pansu 38500 La Buisse;;Chemin du Pansu;La Buisse;38500;38061;38;84;38061_0011;904146.68;6474703.26;adresse non géocodée ban car aucune correspondance trouvée;Lotist Le Hameau de Pré Margan Chemin du Pansu Lot 9;LA BUISSE;38500
2138N0471064R;Montee de l’Eglise 38270 Moissieu-sur-Dolon;;Montee de l’Eglise;Moissieu-sur-Dolon;38270;38240;38;84;38240_0290;855805.83;6478118.4;adresse non géocodée ban car aucune correspondance trouvée;LOTISSEMENT LA CHENAIE - LOT 8 - MONTEE DE L'EGLISE;MOISSIEU SUR DOLON;38270
2438N0821095N;Rue de la République 38230 Pont-de-Chéruy;;Rue de la République;Pont-de-Chéruy;38230;38316;38;84;38316_0360;869337.41;6519026.44;adresse non géocodée ban car aucune correspondance trouvée;Rue de la République;PONT-DE-CHERUY;38230
2238N1314485Z;Rue Beyle Stendhal 38640 Claix;;Rue Beyle Stendhal;Claix;38640;38111;38;84;38111_0040;910010.51;6450807.26;adresse non géocodée ban car aucune correspondance trouvée;Beyle Stendhal;CLAIX;38640
2238N1526553L;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;877742.44;6501316.03;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2338N1599337W;Route du Village (commelle) 38260 Porte-des-Bonnevaux;;Route du Village (commelle);Porte-des-Bonnevaux;38260;38479;38;84;38479_0606;874211.62;6483017.26;adresse non géocodée ban car aucune correspondance trouvée;Lieu dit Le Village Commelle;PORTE-DES-BONNEVAUX;38260
2438N2154408U;Avenue du Granier 38240 Meylan;;Avenue du Granier;Meylan;38240;38229;38;84;38229_0383;918597.45;6460610.5;adresse non géocodée ban car aucune correspondance trouvée;AVENUE DU GRANIER;MEYLAN;38240
2238N2283666E;Rue Emile Romanet 38370 Saint-Clair-du-Rhône;;;Saint-Clair-du-Rhône;38370;38378;38;84;38378_0310;838449.41;6483791.27;adresse géocodée ban à l'adresse;Clair Romanet A;;
"Le Bourg""";;2243.2;49;753.6;1208;0;230.3;51.2;2058.3;45;737.3;0;100.1;22.3;444.8
2138N0803023I;Rue Auguste Ravier 38460 Crémieu;;;Crémieu;38460;38138;38;84;38138_0038;875095.26;6516177.21;adresse géocodée ban à l'adresse;5 bis rue Auguste Ravier;CRÉMIEU;38460
2138N0285439G;Chemin de la Ferrandiere 38800 Champagnier;;chemin de Ferrandières;CHAMPAGNIER;38800;38068;38;84;38068_0160;914371.9;6449615.54;adresse géocodée ban à l'adresse;chemin de Ferrandières;CHAMPAGNIER;38800
2238N0737982U;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;915821.64;6453561.95;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2238N1061005T;Route de Champfeuillet 38430 Moirans;;Route de Champfeuillet;Moirans;38430;38239;38;84;38239_0109;900587.35;6474567.06;adresse non géocodée ban car aucune correspondance trouvée;Route de Champfeuillet;MOIRANS;38430
2438N0753838S;Rue des Cartonniers 38300 Bourgoin-Jallieu;;Rue des Cartonniers;Bourgoin-Jallieu;38300;38053;38;84;38053_0138;876834.98;6502391.98;adresse non géocodée ban car aucune correspondance trouvée;30 des Cartonniers;BOURGOIN-JALLIEU;38300
2238N2870995T;444 Route des Alpes 38550 Cheyssieu;444;Route des Alpes;Cheyssieu;38550;38101;38;84;38101_0003_00444;844186.83;6482698.6;adresse non géocodée ban car aucune correspondance trouvée;444 route des Alpes;CHEYSSIEU;38550
2238N2849537L;98 Avenue de la République 38170 Seyssinet-Pariset;98;Avenue de la République;Seyssinet-Pariset;38170;38485;38;84;38485_0570_00098;911800.81;6456775.09;adresse non géocodée ban car aucune correspondance trouvée;98 B-C, avenue de la République;SEYSSINET-PARISET;38170
2238N1217538G;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;867925.78;6503673.27;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N1327793V;Lotissement la Chapelle 38150 Roussillon;;Lotissement la Chapelle;Roussillon;38150;38344;38;84;38344_A022;842563.71;6477354.5;adresse non géocodée ban car aucune correspondance trouvée;Route de la Chapelle Lot 6 Lotissement le Grand R;ROUSSILLON;38150
2238N0986314A;Route Nationale 1085 38300 Nivolas-Vermelle;;;Nivolas-Vermelle;38300;38276;38;84;38276_0370;879675.88;6498621.46;adresse géocodée ban à l'adresse;120, route Nationale 85;NIVOLAS-VERMELLE;38300
2238N1522226A;Chemin de la Chapelle 38460 Chamagnieu;;;Chamagnieu;38460;38067;38;84;38067_0200;868909.72;6513412.89;adresse géocodée ban à l'adresse;BAT C ;;
"Opération Coeur de Village""";;2139.9;51;760.7;1049.2;0;169.7;160.3;1920.4;46;747.6;0;73.8;69.7;409
2238N2485547V;1 Chemin de la Côte Liniére 38500 Saint-Cassien;1;Chemin de la Côte Liniére;Saint-Cassien;38500;38373;38;84;38373_0060_00001;899643.44;6476303.1;adresse géocodée ban à l'adresse;1 chemin de la Côte Linière;ST CASSIEN;38500
2438N0250507V;Route de Lyon 38140 Apprieu;;Route de Lyon;Apprieu;38140;38013;38;84;38013_0729;894604.6;6480929.67;adresse non géocodée ban car aucune correspondance trouvée;Route de Lyon;APPRIEU;38140
2238N3022723L;Impasse du Curtil 38690 Bizonnes;;Impasse du Curtil;Bizonnes;38690;38046;38;84;38046_0231;885816.93;6486454.32;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit Le Curtil;BIZONNES;38690
2238N0901054U;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;914598.37;6457026.99;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N1452683H;9 Rue Gustave Flaubert 38100 Grenoble;9;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380_00009;914435.42;6456309.7;adresse géocodée ban à l'adresse;9 Rue Gustave Flaubert;Grenoble;38100
2338N2339267S;Rue Pierre Sémard 38950 Saint-Martin-le-Vinoux;;Rue Pierre Sémard;Saint-Martin-le-Vinoux;38950;38423;38;84;38423_0220;911704.07;6460735.03;adresse non géocodée ban car aucune correspondance trouvée;Rue Pierre Semard;SAINT-MARTIN-LE-VINOUX;38950
2238N1182544I;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;912890.93;6452277.27;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2138N0655515Y;Rue Marcel Reynaud 38920 Crolles;;Marcel Reynaud;Crolles;38920;38140;38;84;38140_0455;926131.3;6468161.76;adresse géocodée ban à l'adresse;Marcel Reynaud;Crolles;38920
2238N2797017L;Chemin de Salagnon 38890 Saint-Chef;;Chemin de Salagnon;Saint-Chef;38890;38374;38;84;38374_0798;881263.23;6509528.7;adresse géocodée ban à l'adresse;Chemin de Salagnon;Saint-Chef;38890
2238N3118811D;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2438N0405590O;Impasse des Lauriers 38390 Porcieu-Amblagnieu;;Impasse des Lauriers;Porcieu-Amblagnieu;38390;38320;38;84;38320_0485;885677.47;6529500.92;adresse non géocodée ban car aucune correspondance trouvée;Impasse des Lauriers;PORCIEU-AMBLAGNIEU;38390
2238N0654324E;39 Avenue d'Echirolles 38320 Eybens;39;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078_00039;915582.03;6453331.14;adresse non géocodée ban car aucune correspondance trouvée;39 Avenue d'Echirolles;EYBENS;38320
2138N0196670B;Les Moles 38890 Saint-Chef;;;Saint-Chef;38890;38374;38;84;38374_cjupg7;883928.84;6507053.34;adresse géocodée ban à l'adresse;Résidence L'ILLUD;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;3863.1;63;1549.2;1575.1;0;275.2;463.5;3445.5;56;1549.2;0;119.7;201.5;730.4
2238N2221058E;Chemin du Lot 38670 Chasse-sur-Rhône;;Chemin du Lot;Chasse-sur-Rhône;38670;38087;38;84;38087_0424;841188.69;6499933.85;adresse non géocodée ban car aucune correspondance trouvée;499 Chemin du Lot;CHASSE-SUR-RHONE;38670
2138N0532006P;Rue Olympe de Gouges 38320 Eybens;;1, rue Olympe de Gouges;Eybens;38320;38158;38;84;38158_0182;916834.09;6453369.56;adresse géocodée ban à l'adresse;1, rue Olympe de Gouges;Eybens;38320
2338N3466336N;3 Rue Emile Zola 38400 Saint-Martin-d'Hères;3;Rue Emile Zola;Saint-Martin-d'Hères;38400;38421;38;84;38421_0270_00003;916343.91;6455501.55;adresse non géocodée ban car aucune correspondance trouvée;3 rue Emile Zola;Saint-Martin-d'Heres;38400
2374N3194217U;144 Route du Lambert 38730 Valencogne;144;Route du Lambert;Valencogne;38730;38520;38;84;38520_0100_00144;898244.38;6490905.51;adresse géocodée ban à l'adresse;ZAC DU CRET D'ESTY;CHAVANOD;74650
2238N3114501J;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N0636560Y;Rue Bois Pilon 38550 Le Péage-de-Roussillon;;Rue Bois Pilon;Le Péage-de-Roussillon;38550;38298;38;84;38298_0120;840101.06;6476214.76;adresse non géocodée ban car aucune correspondance trouvée;Rue du Bois PIlon;LE PEAGE-DE-ROUSSILLON;38550
2238N0540479N;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;926648.71;6464165.92;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2338N1132498N;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;910601.94;6453856.12;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Claix;SEYSSINS;38180
2238N1070800M;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;914598.37;6457026.99;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N0968177L;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;912335.78;6459603.62;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2338N0924529S;Rue de lâ€ Eglise 38200 Seyssuel;;Rue de lâ€ Eglise;Seyssuel;38200;38487;38;84;38487_0040;844149.16;6497300.48;adresse géocodée ban à l'adresse;BAT A;;
" Rue De L'eglise""";;4532.8;84;2590;1632.3;0;266.1;44.4;4125.6;77;2530.1;0;115.7;19.3;886.9
2338N3420442J;40 Route de Crémieu 38230 Tignieu-Jameyzieu;40;Route de Crémieu;Tignieu-Jameyzieu;38230;38507;38;84;38507_0760_00040;870156.07;6519144.29;adresse non géocodée ban car aucune correspondance trouvée;40 Route de Crémieu Lotissement ''Coté Nature'' - Lot 7;TIGNIEU-JAMEYZIEU;38230
2338N1298685I;Route de Lyon 38110 Cessieu;;Route de Lyon;Cessieu;38110;38064;38;84;38064_0670;883864.02;6499252.4;adresse non géocodée ban car aucune correspondance trouvée;de Lyon;CESSIEU;38110
2338N3871179K;Route de l’Altiport 38750 Huez;;Route de l’Altiport;Huez;38750;38191;38;84;38191_0005;942549.46;6448139.79;adresse non géocodée ban car aucune correspondance trouvée;Route de l'Altiport;ALPE D'HUEZ;38750
2338N4392876R;126 Boulevard des 3 Vallons 38080 L'Isle-d'Abeau;126;Boulevard des 3 Vallons;L'Isle-d'Abeau;38080;38193;38;84;38193_0322_00126;872267.63;6503256.51;adresse non géocodée ban car aucune correspondance trouvée;126 boulevard des Trois Vallons;L'ISLE-D'ABEAU;38080
2238N0540433T;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;926648.71;6464165.92;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2338N1121670B;10 Chemin de Beauregard 38200 Vienne;10;Chemin de Beauregard;Vienne;38200;38544;38;84;38544_0182_00010;846889.8;6492624.37;adresse non géocodée ban car aucune correspondance trouvée;10 Chemin de Beauregard Opération ''Chemin de Beau;VIENNE;38200
2338N3646345Y;Avenue Marius Chorot 38430 Moirans;;Avenue Marius Chorot;Moirans;38430;38239;38;84;38239_0240;901368.57;6472982.62;adresse non géocodée ban car aucune correspondance trouvée;Avenue Marius Chorot - Rue de la Scierie;Moirans;38430
2238N1371510G;Boulevard Franklin Roosevelt 38500 Voiron;;Boulevard Franklin Roosevelt;Voiron;38500;38563;38;84;38563_0550;903098.64;6476981.16;adresse non géocodée ban car aucune correspondance trouvée;Boulevard Franklin Roosevelt et Denfert Rochereau;Voiron;38500
2238N1381778E;Rue du Chateau Dauphin 38530 La Buissière;;;La Buissière;38530;38062;38;84;38062_0050;933012.44;6483237.17;adresse géocodée ban à l'adresse;du Chateau Dauphin;LA BUISSIÈRE;38530
2138N0609400H;Rue Neuve 38200 Villette-de-Vienne;;Rue Neuve;Villette-de-Vienne;38200;38558;38;84;38558_0043;848907.51;6500563.18;adresse non géocodée ban car aucune correspondance trouvée;23 rue Feuillant;VILLETTE-DE-VIENNE;38200
2238N1426564S;Rue du Jouffrey 38180 Seyssins;;Rue du Jouffrey;Seyssins;38180;38486;38;84;38486_0670;910285.19;6454144.3;adresse non géocodée ban car aucune correspondance trouvée;Rue du JOUFFREY;SEYSSINS;38180
2138N0640176Z;Route du Barlet 38134 La Sure en Chartreuse;;Route du Barlet;La Sure en Chartreuse;38134;38407;38;84;38407_0002;907979.03;6476580.59;adresse non géocodée ban car aucune correspondance trouvée;Chemin de Barlet;SAINT-JULIEN-DE-RAZ;38134
2438N0753768A;Rue des Cartonniers 38300 Bourgoin-Jallieu;;Rue des Cartonniers;Bourgoin-Jallieu;38300;38053;38;84;38053_0138;876834.98;6502391.98;adresse non géocodée ban car aucune correspondance trouvée;30 des Cartonniers;BOURGOIN-JALLIEU;38300
2338N1847363I;Route de Voiron 38430 Moirans;;Route de Voiron;Moirans;38430;38239;38;84;38239_0520;900209.67;6473136.54;adresse non géocodée ban car aucune correspondance trouvée;La Guillonière, Route de Voiron;MOIRANS;38430
2438N2065524E;22 Rue Francisque Cartallier 38780 Pont-Évêque;22;Rue Francisque Cartallier;Pont-Évêque;38780;38318;38;84;38318_0025_00022;849182.37;6493697.65;adresse géocodée ban à l'adresse;22 Rue Francisque Cartallier;PONT EVEQUE;38780
2238N3112631L;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;941407.24;6447891.97;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N0986264C;Route Nationale 1085 38300 Nivolas-Vermelle;;;Nivolas-Vermelle;38300;38276;38;84;38276_0370;879675.88;6498621.46;adresse géocodée ban à l'adresse;route Nationale 85;NIVOLAS-VERMELLE;38300
2438N0282220O;389 Impasse Jacques Brel 38920 Crolles;389;Impasse Jacques Brel;Crolles;38920;38140;38;84;38140_0292_00389;925732.75;6468293.68;adresse non géocodée ban car aucune correspondance trouvée;389, RUE JACQUES BREL;CROLLES;38920
2238N2332997N;Rue du Cervin 38500 Voiron;;Rue du Cervin;Voiron;38500;38563;38;84;38563_0267;902620;6478510.18;adresse non géocodée ban car aucune correspondance trouvée;Rue du Cervin;VOIRON;38500
2438N0722326S;Rue de Belle-Rive 38300 Bourgoin-Jallieu;;Rue de Belle-Rive;Bourgoin-Jallieu;38300;38053;38;84;38053_0075;878509.13;6502142.02;adresse non géocodée ban car aucune correspondance trouvée;38 Rue de Belle Rive Lot. LE HAMEAU DE BELLE RIVE - Lot 30;BOURGOIN-JALLIEU;38300
2238N0164807P;Rue Gustave Flaubert 38100 Grenoble;;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380;914328.61;6456241.11;adresse non géocodée ban car aucune correspondance trouvée;Zac Flaubert - Rue Gustave Flaubert;GRENOBLE;38000
2438N3955706M;17 Impasse Edmond Abraham 38230 Pont-de-Chéruy;17;Impasse Edmond Abraham;Pont-de-Chéruy;38230;38316;38;84;38316_ob2j5a_00017;868814.37;6520134.96;adresse géocodée ban à l'adresse;7 impasse Edmond Abraham;PONT-DE-CHÉRUY;38230
2438N1111896E;Rue Thiers 38800 Le Pont-de-Claix;;Rue Thiers;Le Pont-de-Claix;38800;38317;38;84;38317_0480;911955.94;6451205.67;adresse non géocodée ban car aucune correspondance trouvée;ZAC Les Minotiers;PONT DE CLAIX;38800
2238N1401269V;Les Evequaux 38330 Biviers;;Les Evequaux;Biviers;38330;38045;38;84;38045_lzqjpf;921011.89;6464118.06;adresse géocodée ban à l'adresse;Les Evequaux;Biviers;38330
2338N4082276N;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;912367.49;6459540.37;adresse non géocodée ban car aucune correspondance trouvée;rue René Maus / rue Aimé Requet;Grenoble;38000
2238N1401277D;Les Evequaux 38330 Biviers;;Les Evequaux;Biviers;38330;38045;38;84;38045_lzqjpf;921011.89;6464118.06;adresse géocodée ban à l'adresse;Les Evequaux;Biviers;38330
2338N3247756P;3 Rue de Montponcon 38500 Voiron;3;Rue de Montponcon;Voiron;38500;38563;38;84;38563_1100_00003;901752.44;6476942.39;adresse non géocodée ban car aucune correspondance trouvée;3 rue Montponçon;VOIRON;38500
2338N4278440H;Impasse des Garennes 38110 Saint-Didier-de-la-Tour;;Impasse des Garennes;Saint-Didier-de-la-Tour;38110;38381;38;84;38381_0320;893989.62;6498178.85;adresse non géocodée ban car aucune correspondance trouvée;Impasse des Garennes;Saint-Didier-de-La-Tour;38110
2338N3869404D;Avenue de l’Eclose 38750 Huez;;Avenue de l’Eclose;Huez;38750;38191;38;84;38191_0180;940959.29;6448081.41;adresse non géocodée ban car aucune correspondance trouvée;Avenue de l'Eclose;Huez;38750
2338N4449639W;Chemin du Turral 38370 Saint-Alban-du-Rhône;;Chemin du Turral;Saint-Alban-du-Rhône;38370;38353;38;84;38353_0145;837917.11;6480621.83;adresse non géocodée ban car aucune correspondance trouvée;LES PECHES LOT 3 - 1 CHEMIN DU TURRAL;SAINT ALBAN DU RHONE;38370
2338N1410912T;Chemin de Ravasson 38490 Les Abrets en Dauphiné;;Chemin de Ravasson;Les Abrets en Dauphiné;38490;38001;38;84;38165_0145;900492.48;6498148.6;adresse géocodée ban à l'adresse;94 chemin du Ravasson;LES ABRETS;38490
2238N2628537L;Rue de Nantes 38000 Grenoble;;;Grenoble;38000;38185;38;84;38185_5240;912313.63;6459718.21;adresse géocodée ban à l'adresse;Le Ginkgo;;
