numero_dpe;besoin_chauffage;besoin_ecs;besoin_refroidissement;besoin_ecs_batiment;besoin_ecs_logement
2338N0288933S;;;;;
2238N3112303V;;;;;
2138N0894707Q;;;;;
"Avenue de la Muzelle""";;;;;
2338N4051422V;;;;;
2338N4094516H;;;;;
2138N0553893K;;;;;
2238N3079803V;;;;;
2238N0001597H;;;;;
2238N1061069F;;;;;
2338N0790867W;;;;;
2338N1482529G;;;;;
2138N0564094T;;;;;
"10 rue du Garat""";;;;;
2338N3795026L;;;;;
2338N1082229C;;;;;
2338N1963934V;;;;;
2338N3871574P;;;;;
2238N1452610M;;;;;
2438N0821125R;;;;;
2238N2279564K;;;;;
"Le Bourg""";;;;;
2438N4431149T;;;;;
2338N1032659O;;;;;
2138N0655494D;;;;;
2338N4094971U;;;;;
2338N0032797I;;;;;
2238N2849580C;;;;;
2238N0147094I;;;;;
2338N4082319E;;;;;
2138N0656243Y;;;;;
2338N0728545W;;;;;
2238N2729996S;;;;;
2438N2097247H;;;;28301023.4;1318303.6
2438N1111856Q;;;;;
2338N1706639W;;;;;
2438N2640274Y;;;;;
2238N0182374G;;;;;
2338N0799174J;;;;;
2238N1314592C;;;;;
2238N2506868W;;;;;
2138N0346839U;;;;;
2438N0753814U;;;;;
2138N0565706T;;;;;
2238N1330912U;;;;;
2338N2186451E;;;;;
2338N4194654T;;;;;
2138N0101709S;;;;;
2338N3651693Q;;;;;
2338N3943214Z;;;;;
2238N2249266C;;;;;
2138N0622655C;;;;;
2338N1268687O;;;;;
2238N2291339H;;;;;
2438N0432030M;;;;;
2238N1217163V;;;;;
2238N2291308C;;;;;
2438N0229057V;;;;;
2438N1936924A;;;;17760569.5;1031203.4
2238N1394051F;;;;18561179.5;1247059.1
2138N0096047Y;;;;;
2238N3031405J;;;;;
ILOT EST;;;;;
LE GRAND PRE;;;;;
"ALLEE CHANTOURNES""";;;;;
2238N3113625R;;;;;
2138N0484083K;;;;;
2238N1727346G;;;;;
2238N2353417X;;;;;
2238N2358114O;;;;;
2438N1021806E;;;;7708135.6;1331756.2
2438N0431550A;1974;718;0;;
2238N1314479T;;;;;
2138N0858596T;;;;;
2438N0279803P;;;;;
2338N1681335Q;;;;;
Bâtiment D;;;;;
" 67 avenue de Claix""";;;;;
2138N0878279U;;;;;
2438N1156680Q;;;;;
2238N0022348K;;;;;
2138N0556464H;;;;;
2338N0977913Y;;;;;
2238N2440117N;;;;;
2138N0741133Y;;;;;
2238N3053847N;;;;;
"ZAC St Hubert""";;;;;
2238N1552445H;;;;;
2138N0081528N;;;;;
"Lot N° 11""";;;;;
2438N1404926O;;;;;
2338N2465760V;;;;;
2138N0400765W;;;;;
2338N1847376V;;;;;
2138N0306938D;;;;;
"10 Boulevard des Frères Desaire""";;;;;
2238N0164763X;;;;;
2138N0773605W;;;;;
"Rue Gay""";;;;;
2338N1200968Z;;;;;
2238N0978313H;;;;;
2238N2730001X;;;;;
2238N2809880E;;;;;
2238N1466166W;;;;21832182.2;1085589.4
2138N0266074L;;;;;
250;;;;;
2438N1433457X;;;;;
2238N2641766G;;;;;
ZAC Blanche Monier 6 et 8 Rue Joseph François;;;;;
"Girot""";;;;;
2238N1212389F;;;;;
2438N0261061T;;;;;
2338N4564620F;;;;;
2338N3988103M;;;;;
2238N1217577T;;;;;
2438N2217969L;;;;;
2238N2628496W;;;;;
"Rue de Nantes""";;;;;
2238N1642111Z;;;;;
2238N0991532S;;;;;
2438N0244016E;;;;;
2338N2339233K;;;;;
2138N0313740T;;;;;
2238N0820970Q;;;;;
2238N0247691L;;;;;
2338N3871253G;;;;;
2338N4564615A;;;;;
2438N0792879H;;;;;
2338N3668275K;;;;;
2338N3073308B;;;;;
2238N0978368K;;;;;
2338N2339290P;;;;;
2238N0286576A;;;;;
2438N2152632M;;;;;
2238N0757126C;;;;;
2238N1657393T;;;;;
2238N0240112Y;;;;;
2438N0990248K;;;;;
2238N0800128A;;;;;
2138N0196659Q;;;;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;;;;
2338N1966849Y;;;;;
2238N0773626S;;;;;
2338N1706576L;;;;;
2338N2605954X;;;;;
2238N1252457H;;;;;
2138N0388503G;;;;;
2238N0900978W;;;;;
2238N0573966M;;;;;
2338N3586275O;;;;;
2238N2358085L;;;;;
2338N1100744F;;;;;
2138N0196663U;;;;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;;;;
2238N2513083X;;;;;
2138N0703787O;;;;;
2238N3115533B;;;;;
2338N0768762R;;;;;
2338N0790844Z;;;;;
2138N0367430T;;;;;
2138N0484130F;;;;;
2238N0519681P;;;;;
2238N2119922I;;;;;
2338N3869375A;;;;;
2438N1562362U;;;;11242079.1;1280149
2338N2560469M;;;;;
2238N1526461X;;;;;
2138N1042680X;;;;;
2138N0532018B;;;;;
2338N3569695W;;;;7506935.9;1240576.2
2238N2291374Q;;;;;
2338N1955028H;;;;;
"9 chemin des seites""";;;;;
2238N0131411D;;;;;
2338N0513918Z;;;;;
"2 Rue du Muret""";;;;;
2438N2089040Q;;;;;
2438N2247381R;;;;;
"ZAC de Pierre Louve""";;;;;
2238N0164774I;;;;;
2238N2072060M;;;;;
2438N0211085P;;;;;
2238N0533681B;;;;;
2338N3360423Y;;;;;
2238N0182396C;;;;;
2338N4358500N;;;;;
2338N2453009K;;;;;
2238N2506934K;;;;;
2238N2998732S;;;;;
2238N0968180O;;;;;
2138N0669203K;;;;;
2238N2283775J;;;;;
"Le Bourg""";;;;;
2438N1482738I;;;;;
2138N0093170H;;;;;
2338N4392202T;;;;;
2138N0827680R;;;;;
2238N3118758C;;;;;
2238N3096156U;;;;;
2138N0484295O;;;;;
2338N0996274D;;;;;
2338N0799198H;;;;;
2438N4297226W;;;;;
2338N4366191I;;;;;
2238N0526339R;;;;;
2238N0300397P;;;;;
2438N2065566U;;;;46884897.9;1188983.1
2338N3073377S;;;;;
2338N3856991S;;;;;
2438N1223889P;;;;;
2338N1631794F;;;;;
2338N1707021O;;;;;
2238N0978413D;;;;;
2238N3031406K;;;;;
ILOT EST;;;;;
LE GRAND PRE;;;;;
"ALLEE CHANTOURNES""";;;;;
2238N0854170O;;;;;
2338N1032605M;;;;;
2438N2217746W;;;;;
2238N2109819T;;;;;
2138N0655547E;;;;;
2238N2810045N;;;;;
2238N1779944G;;;;;
2138N0893615Q;;;;;
2338N0790834P;;;;;
2138N0773428B;;;;;
2238N2308801X;;;;;
2338N3442071G;;;;;
2238N1088029D;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2338N2088164X;;;;;
2237N1057892Z;;;;;
2138N0660091Y;;;;;
2238N0378106K;;;;;
2238N2728296I;;;;;
2138N0520399E;;;;;
2138N0285443K;;;;;
2238N1383650E;;;;;
2338N4417992R;;;;;
2438N0791052A;;;;;
2238N0251808U;;;;;
2338N4368992B;;;;;
2238N1769690W;;;;;
2338N2392089I;;;;;
"13 rue Charles Piot""";;;;;
2238N0217379P;;;;;
2138N0148824V;;;;;
2138N0306939E;;;;;
"10 Boulevard des Frères Desaire""";;;;;
2338N2416906V;;;;;
2338N0886043M;;;;;
2338N0924549M;;;;;
" Rue De L'eglise""";;;;;
2238N2036579V;;;;;
2338N0480496N;;;;;
2138N0893824R;;;;;
2338N1898263A;;;;;
2338N0728523A;;;;;
2438N1960158Q;;;;26263189.5;1238077.6
2438N0211106K;;;;;
2238N2007564W;;;;;
2338N3115953G;;;;;
2238N1680284E;;;;;
2138N0471064R;1472;601;0;;
2438N0821095N;;;;;
2238N1314485Z;;;;;
2238N1526553L;;;;;
2338N1599337W;;;;;
2438N2154408U;;;;;
2238N2283666E;;;;;
"Le Bourg""";;;;;
2138N0803023I;;;;;
2138N0285439G;;;;;
2238N0737982U;;;;;
2238N1061005T;;;;;
2438N0753838S;;;;;
2238N2870995T;;;;;
2238N2849537L;;;;;
2238N1217538G;;;;;
2238N1327793V;;;;;
2238N0986314A;;;;11291670.4;1126990.3
2238N1522226A;;;;;
"Opération Coeur de Village""";;;;;
2238N2485547V;;;;;
2438N0250507V;;;;;
2238N3022723L;;;;;
2238N0901054U;;;;;
2238N1452683H;;;;;
2338N2339267S;;;;;
2238N1182544I;;;;;
2138N0655515Y;;;;;
2238N2797017L;;;;;
2238N3118811D;;;;;
2438N0405590O;;;;;
2238N0654324E;;;;;
2138N0196670B;;;;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;;;;
2238N2221058E;;;;;
2138N0532006P;;;;;
2338N3466336N;;;;;
2374N3194217U;;;;;
2238N3114501J;;;;;
2238N0636560Y;;;;;
2238N0540479N;;;;;
2338N1132498N;;;;;
2238N1070800M;;;;;
2238N0968177L;;;;;
2338N0924529S;;;;;
" Rue De L'eglise""";;;;;
2338N3420442J;;;;;
2338N1298685I;;;;;
2338N3871179K;;;;;
2338N4392876R;;;;;
2238N0540433T;;;;;
2338N1121670B;;;;;
2338N3646345Y;;;;;
2238N1371510G;;;;;
2238N1381778E;;;;;
2138N0609400H;;;;;
2238N1426564S;;;;;
2138N0640176Z;;;;;
2438N0753768A;;;;;
2338N1847363I;;;;;
2438N2065524E;;;;46884897.9;1301083.4
2238N3112631L;;;;;
2238N0986264C;;;;8271243.6;1378540.6
2438N0282220O;;;;11005313.1;1324043.7
2238N2332997N;;;;;
2438N0722326S;1760;791;0;;
2238N0164807P;;;;;
2438N3955706M;;;;;
2438N1111896E;;;;;
2238N1401269V;;;;;
2338N4082276N;;;;;
2238N1401277D;;;;;
2338N3247756P;;;;;
2338N4278440H;;;;;
2338N3869404D;;;;;
2338N4449639W;1578;579;0;;
2338N1410912T;;;;;
2238N2628537L;;;;;
"Rue de Nantes""";;;;;
2438N0761483T;;;;;
2238N2730759B;;;;;
2338N1982127O;;;;;
2438N1139315T;;;;;
Bâtiment D;;;;;
" 67 avenue de Claix""";;;;;
2238N1375040A;;;;;
2238N2265209H;;;;;
2238N0547118W;;;;;
2338N0955969Y;;;;;
2238N1070576W;;;;;
2338N2165682J;;;;;
2238N2809893R;;;;;
2338N0856206X;;;;;
2338N3257228X;;;;;
2338N4363717E;;;;;
2338N2066439I;;;;;
2238N0659243J;;;;;
2238N2898735R;;;;;
2238N2266901J;;;;;
"Le Bourg""";;;;;
2338N2000346H;;;;;
2438N1139348A;;;;;
Bâtiment D;;;;;
" 67 avenue de Claix""";;;;;
2338N0790963O;;;;;
2138N0411193Y;;;;;
2338N3586315C;;;;;
2338N3257239I;;;;;
2238N1495392Y;;;;;
2138N0753203E;;;;;
2238N3118780Y;;;;;
2238N3118735F;;;;;
2238N2019126O;;;;;
2238N3118725V;;;;;
2238N2728290C;;;;;
2238N0754504G;;;;;
2438N0211263L;;;;;
2138N1013106L;;;;;
2238N1462977F;;;;;
2438N0896447R;;;;;
2338N4066229I;;;;;
2338N2577827C;;;;;
2138N0565713A;;;;;
2238N0819346E;;;;;
2438N1603775P;;;;;
2238N0970600Q;;;;;
2238N1146772M;;;;;
2138N0058658X;;;;;
2338N2465698L;;;;;
2238N0996112W;;;;;
2338N4171600B;;;;;
"140 Route de Lyon""";;;;;
2238N2730829T;;;;;
2338N3852818F;;;;;
2138N0346817Y;;;;;
2338N3380881U;;;;;
2338N4152843Q;;;;;
2238N1007691F;;;;;
2338N1053344D;;;;;
2438N2099654W;;;;27469026.2;1195195.9
2238N2283670I;;;;;
"Le Bourg""";;;;;
2438N2200219T;;;;;
2238N2707878A;;;;;
2338N2192498T;;;;;
2338N3869412L;;;;;
2138N0565484F;;;;;
2438N0145132Y;;;;5525777.6;1361185.3
2238N3218089N;;;;;
2238N1312858K;;;;;
2338N0768760P;;;;;
2338N3992752H;;;;;
2238N3100336O;;;;;
2338N0781354Z;;;;;
2338N3202277K;;;;;
2338N2845346H;;;;;
2338N1788363C;;;;;
2338N2428959K;;;;;
2238N0585579D;;;;;
2238N1086566W;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2238N1070484I;;;;;
2238N1199038S;;;;;
2338N1862091U;;;;;
2238N0055424O;;;;;
2238N1619285B;;;;;
2238N2283685X;;;;;
"Le Bourg""";;;;;
2238N1007701P;;;;;
2138N0367124Z;;;;;
2438N2097430I;;;;28301023.4;1221870.4
2338N3016188D;;;;;
Le Clos du Lambroz;;;;;
"Lieu dit en Gollay""";;;;;
2338N0728513Q;;;;;
2138N0600871G;;;;;
2438N0990197L;;;;;
2338N0992077S;;;;;
2238N1619265H;;;;;
2238N0087955T;;;;;
2238N0131373R;;;;;
2138N0979901I;;;;;
2338N2339214R;;;;;
2338N1982130R;;;;;
2238N0733421J;;;;;
2138N0531972H;;;;;
2338N0687922L;;;;;
"2 Rue du Muret""";;;;;
2138N0060012Z;;;;;
2238N2642074C;;;;;
2438N2319216O;;;;;
2138N0772367G;;;;;
"Rue Gay""";;;;;
2238N0761063N;;;;;
"RUE DES ECOLES""";;;;;
2238N1199032M;;;;;
2238N3115281J;;;;;
2138N0128650X;;;;;
2338N1706566B;;;;;
2238N1522217R;;;;;
"Opération Coeur de Village""";;;;;
2438N3680887N;;;;;
2438N0790814W;;;;;
2238N1522199Z;;;;;
"Opération Coeur de Village""";;;;;
2338N3466384J;;;;;
2238N1463335Z;;;;;
2238N1426557L;;;;;
2238N3022558C;;;;;
ILOT NORD;;;;;
LE GRAND PRE;;;;;
"ALLEE CHANTOURNES""";;;;;
2238N2649033T;;;;;
2438N1111801N;;;;;
2438N0287453V;;;;;
2438N2126729F;;;;;
2438N1111930M;;;;;
2438N1370103F;;;;;
2438N4084405L;840;487;19;;
2438N0555126Y;;;;;
2338N3901960H;;;;;
2238N1914081J;;;;;
2238N2809869T;;;;;
2138N0622628B;;;;;
2238N2216038C;;;;;
2238N0147080U;;;;;
2238N0965264K;;;;;
2438N1685452A;;;;;
2338N3073365G;;;;;
2138N0423242J;;;;;
2338N0790860P;;;;;
2138N0293416B;;;;;
2138N0575010P;;;;;
2238N0737981T;;;;;
2238N1087935N;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2138N1042900J;;;;;
2238N2664601N;;;;;
2138N0467098D;;;;;
2238N2870992Q;;;;;
2138N0314722N;;;;;
2238N3118717N;;;;;
2338N2339249A;;;;;
2138N0230896L;;;;;
2438N2065550E;;;;46884897.9;1034459.4
2338N2415295W;;;;;
2238N3118751V;;;;;
2238N2580469R;;;;;
2338N3779197Q;;;;;
2438N1446922U;;;;;
2338N0070825Y;;;;;
2238N2898754K;;;;;
2338N4066250D;;;;;
2238N3114225T;;;;;
2438N0950867T;;;;;
2138N0230869K;;;;;
2238N1463355T;;;;;
2438N4431193L;;;;;
2238N0449434U;;;;;
2238N2369483V;;;;;
2238N2266892A;;;;;
"Le Bourg""";;;;;
2338N3901839Q;;;;;
2338N3742224P;;;;;
2138N0451977O;;;;;
"AVENUE DU RIF NEL AMONT""";;;;;
2138N0230879U;;;;;
2238N0607777X;;;;;
2138N0458848V;;;;;
2138N0726813E;;;;;
2138N0830368B;;;;;
2238N0580625P;;;;;
2438N0990122O;;;;;
2338N2133788R;;;;;
2238N1217481B;;;;;
2338N3917525Y;;;;;
2238N1312826E;;;;;
2338N4277217G;;;;;
2138N0306953S;;;;;
"10 Boulevard des Frères Desaire""";;;;;
2238N0500083V;;;;;
2238N1070792E;;;;;
2238N0533680A;;;;;
2438N2100776A;;;;27469026.2;1200936
2338N2339241S;;;;;
2238N2506919V;;;;;
2238N2729953B;;;;;
2238N1269288Q;;;;;
2438N2098505R;;;;1886104.6;965843.8
2338N2465894Z;;;;;
2338N2220542J;;;;;
2238N0968232O;;;;;
2338N4103731S;;;;;
2438N1028990M;;;;;
2438N0355148M;;;;;
2238N2849628Y;;;;;
2338N1671804B;;;;;
2238N2649039Z;;;;;
2238N0327147L;;;;;
2238N1452676A;;;;;
2238N2649239R;;;;;
2238N1580606K;;;;;
"Résidence Gueta""";;;;;
2438N1371369X;;;;;
2238N0901128Q;;;;;
2238N0978572G;;;;;
2238N2855410I;;;;;
2138N0143124P;;;;;
2238N1463421H;;;;;
2238N3118672U;;;;;
2238N1324671T;;;;;
2338N1681345A;;;;;
Bâtiment D;;;;;
" 67 avenue de Claix""";;;;;
2238N2852618Y;;;;;
2338N3869436J;;;;;
2238N0819411R;;;;;
2238N1070608C;;;;;
2338N2415245Y;;;;;
2238N2091155X;;;;;
2238N1009363N;;;;;
2438N0475939H;;;;;
2138N0773387M;;;;;
2338N0548666L;;;;;
2238N1182579R;;;;;
2374N3194225C;;;;;
2238N0593724K;;;;;
2238N3118644S;;;;;
2238N1479349X;;;;;
2238N0533656C;;;;;
2338N2959141A;;;;;
2238N1997371V;;;;;
2238N1070440Q;;;;;
2338N3456723U;;;;;
2338N0527333Y;;;;;
2238N2640328Y;;;;;
2238N0367543D;;;;;
2438N1482798Q;;;;;
2238N2855369T;;;;;
2438N1586104Y;;;;;
"LOT 7""";;;;;
2238N2024224Q;;;;;
2238N1146614K;;;;;
2138N0756037E;;;;;
2438N1277382A;;;;;
2338N0799085Y;;;;;
2438N1139696K;;;;;
Bâtiment C;;;;;
"65 avenue de Claix""";;;;;
2138N0697778L;;;;;
2438N0144981D;;;;5525777.6;1401703.5
2238N1155523B;;;;;
2238N0650656C;;;;;
2238N2730772O;;;;;
2438N1188262I;;;;;
2238N0540408U;;;;;
2238N2463825J;;;;;
2438N1156697H;;;;;
2238N1070765D;;;;;
2138N0895990Z;;;;;
"Avenue de la Muzelle""";;;;;
2238N1560201P;1732;790;0;;
2338N3871466L;;;;;
2338N0922181K;;;;;
2338N0070469G;1305;624;0;;
2138N0622653A;;;;;
2238N0733449L;;;;;
2238N1028638W;;;;;
2338N4105257K;;;;;
2438N1135580C;;;;;
2338N4149599W;;;;;
2238N0757622E;;;;;
"RUE DES ECOLES""";;;;;
2338N1748794F;;;;;
2338N2564890N;;;;;
2138N0894600N;;;;;
"Avenue de la Muzelle""";;;;;
2238N0773684Y;;;;;
2338N1200963U;;;;;
2438N2331290Y;;;;;
2338N4210467Y;;;;;
2438N2319179D;;;;;
2138N0532076H;;;;;
2338N3871272Z;;;;;
2238N0900871T;;;;;
2238N1932585B;;;;;
2438N0255463L;;;;;
"m""";;;;;
2338N3646282N;;;;;
2238N3182516I;;;;;
2138N0575071Y;;;;;
2338N0327413S;;;;;
2338N0811966J;;;;;
2438N3937996I;;;;;
2438N0211274W;;;;;
2338N4366208Z;;;;;
2438N0115540U;4367;652;34;;
2238N2266913V;;;;;
"Le Bourg""";;;;;
2238N1426630G;;;;;
2338N2193090N;;;;;
2338N2274515G;;;;;
2338N0801497S;;;;;
2338N2192479A;;;;;
2438N2217280Y;;;;;
2438N2099949F;;;;27469026.2;1003588.4
2138N0772520D;;;;;
"Rue Gay""";;;;;
2138N0701918R;;;;;
2238N1217451X;;;;;
2138N0665872H;;;;;
2238N1217545N;;;;;
2438N3638393D;;;;;
2238N2708031X;;;;;
2238N1217571N;;;;;
2238N2506947X;;;;;
2238N3031410O;;;;;
ILOT EST;;;;;
LE GRAND PRE;;;;;
"ALLEE CHANTOURNES""";;;;;
2338N2372457G;;;;;
2238N1313687H;;;;;
2238N1462575T;;;;;
2438N0268217Z;;;;;
2238N0010321V;;;;;
2238N2265222U;;;;;
2238N2265194S;;;;;
2238N0654316W;;;;;
2138N0773539I;;;;;
"Rue Gay""";;;;;
2238N1618843B;;;;;
2438N2096437D;;;;28301023.4;1316007.6
2238N3080724G;;;;;
2138N0648920H;;;;;
2338N2465731S;;;;;
2138N0609408P;;;;;
2238N0198160K;;;;;
2138N0123485G;;;;;
2338N2811474N;;;;;
2438N2250987J;;;;;
2238N0097553X;;;;;
2238N2628461N;;;;;
"Rue de Nantes""";;;;;
2438N1135028W;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2338N1768941C;6234;857;0;;
2238N2506892U;;;;;
2238N1580876U;;;;;
"Résidence Gueta""";;;;;
2338N3429195A;;;;;
2238N2206641R;;;;;
2238N0580512G;;;;;
2238N1070742G;;;;;
2338N4168579W;;;;;
2238N0843521Z;;;;;
2338N2339256H;;;;;
2238N2930205B;;;;;
2438N0977902O;;;;;
2338N2643432J;;;;;
2138N0490349K;;;;;
2238N2855316S;;;;;
2238N0285998U;;;;;
2338N4105252F;;;;;
2238N0579077B;;;;;
2238N1618825J;;;;;
2238N0131392K;;;;;
2338N2686449W;;;;;
2238N1253815N;;;;;
2238N0407724O;;;;;
2438N1277350U;;;;;
2338N2962774T;;;;;
2438N0033125Z;;;;;
2338N0148642X;;;;;
2338N1589356Z;;;;;
2238N2022826W;;;;;
2238N1932616G;;;;;
2338N0875236V;;;;;
2138N0692291K;;;;;
2338N3466378D;;;;;
2438N1968708M;;;;;
2438N2263021F;;;;37466310;1243142.4
2238N1018347B;;;;;
2438N1892935D;;;;;
"LES VILLAS CELESTES""";;;;;
2238N0500079R;;;;;
2238N0149030U;;;;;
2438N1135004Y;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2438N2152908C;;;;;
2138N0858638J;;;;;
2338N4368987W;;;;;
2238N1126419R;;;;;
2338N2339246X;;;;;
2238N2940720M;;;;;
2438N0394001V;;;;;
2338N3852797K;;;;;
2438N1404897L;;;;;
2238N1146750Q;;;;;
2338N1032586T;;;;;
2238N0149696K;;;;;
2338N2429509O;;;;;
2238N0446442S;;;;;
2238N1217378C;;;;;
2238N1526453P;;;;;
2238N1028649H;;;;;
2338N3202368X;;;;;
2138N0346857M;;;;;
2238N0403359R;;;;;
2338N2446250L;;;;;
2138N0445413C;;;;;
2238N2628518S;;;;;
"Rue de Nantes""";;;;;
2238N1401279F;;;;;
2338N3869291U;;;;;
2338N1680745Y;;;;;
Bâtiment C;;;;;
"65 avenue de Claix""";;;;;
2238N1452643T;;;;;
2138N0363066X;;;;;
2138N0484224V;;;;;
2338N1087806P;;;;;
2238N0965252Y;;;;;
2238N1452721T;;;;;
2338N3676205K;;;;;
2238N0174584Q;;;;;
2238N0228656I;;;;;
2338N2356040V;;;;;
2338N0509935U;;;;;
2238N3053826S;;;;;
"ZAC St Hubert""";;;;;
2438N0033103D;;;;;
2238N3118770O;;;;;
2238N2649037X;;;;;
2338N4374022N;;;;;
2438N0803017F;;;;;
2238N0526187V;;;;;
2338N2564514B;;;;;
2338N3901902B;;;;;
2338N3714811G;;;;;
2138N0230883Y;;;;;
2238N2472628Y;;;;;
2238N3118688K;;;;;
2238N0733440C;;;;;
2138N0484264J;;;;;
2138N0773411K;;;;;
2238N0578998A;;;;;
2338N0267829A;;;;;
2238N1462494Q;;;;;
2238N0754532I;;;;;
2238N2291267N;;;;;
2438N0584030Q;;;;;
2438N0294208Q;;;;;
2338N0977881S;;;;;
2338N2465854L;;;;;
2238N1070644M;;;;;
2438N1404912A;;;;;
2238N1462618K;;;;;
2238N0580510E;;;;;
2238N0001592C;;;;;
2138N0512313E;;;;;
2338N1915211W;;;;;
2238N0954527L;;;;;
2338N2465611C;;;;;
2238N0987319R;;;;7247455.6;1122248.7
2438N0790817Z;;;;;
2138N0983021I;;;;;
2238N3020899H;;;;;
ILOT SUD;;;;;
LE GRAND PRE;;;;;
"ALLEE CHANTOURNES""";;;;;
2238N3118534M;;;;;
2138N0907145A;;;;;
2338N1032600H;;;;;
2238N0519740W;;;;;
2238N2293928W;;;;;
2238N1618848G;;;;;
2138N0773439M;;;;;
2238N2358062O;;;;;
2238N0060426Y;;;;;
2338N3871547O;;;;;
2338N1707397A;;;;;
2238N0962765H;;;;;
2238N1182499P;;;;;
2238N0757101D;;;;;
2238N0663185Z;;;;;
2138N0346818Z;;;;;
2338N2270193A;;;;;
2438N2728999L;920;496;45;;
2438N0350828I;;;;;
2438N0211110O;;;;;
2238N0737952Q;;;;;
2338N4564622H;;;;;
2238N1070748M;;;;;
2438N1044842E;;;;7585165.6;1315822.4
2238N1452770Q;;;;;
2438N0144953B;;;;3194544.3;1658182.9
2238N1733334O;;;;;
2138N0559113E;1492;571;0;;
2238N1314601L;;;;;
2238N1217289R;;;;;
2438N2154406S;;;;;
2238N1122597R;;;;;
2338N1898015M;;;;;
2438N1028981D;;;;;
2338N3115920Z;;;;;
2238N1635049J;;;;;
2338N1744830T;;;;;
2238N2315955B;;;;;
2438N2262933V;;;;37466310;1373070.6
2322N3033269M;;;;;
2438N1223931F;;;;;
2138N0451972J;;;;;
"AVENUE DU RIF NEL AMONT""";;;;;
2238N2283809R;;;;;
"Le Bourg""";;;;;
2238N2265137N;;;;;
2238N2898543H;;;;;
2338N4066273A;;;;;
2338N0728514R;;;;;
2338N3257224T;;;;;
2238N1057644M;;;;;
2438N2198654O;;;;;
2238N0863803B;;;;;
"Rue Marguerite Rozand""";;;;;
2238N0580712Y;;;;;
2138N0582942R;;;;;
2338N3292558T;;;;;
2438N1446933F;;;;;
2238N2298442M;;;;;
2138N0482820V;;;;;
2438N2247922M;;;;;
2438N1073685N;;;;;
2438N1684389D;;;;;
2238N0542124U;;;;;
2138N0756003W;;;;;
2238N3118817J;;;;;
2138N0894162R;;;;;
"Avenue de la Muzelle""";;;;;
2238N0968194C;;;;;
2338N3988111U;;;;;
2338N2135162N;;;;;
2338N0790932J;;;;;
2138N0368756T;;;;;
2238N3112268M;;;;;
2473N1236960R;;;;;
"38000 Grenoble""";;;;;
2338N2415229I;;;;;
2238N1182563B;;;;;
2238N2730615N;;;;;
2238N0198326U;;;;;
2438N1245776K;;;;;
2473N1236966X;;;;;
"38000 Grenoble""";;;;;
2338N2465565I;;;;;
2138N0116305C;;;;;
2338N3676186R;;;;;
2238N3118703Z;;;;;
2338N3901938L;;;;;
2338N1706629M;;;;;
2238N1009177J;;;;;
2138N1013109O;;;;;
2238N2283686Y;;;;;
"Le Bourg""";;;;;
2238N0757641X;;;;;
"RUE DES ECOLES""";;;;;
2238N2208212C;;;;;
2238N1599572W;;;;;
"Opération Coeur de Village""";;;;;
2238N2855360K;;;;;
2238N0760140A;;;;;
"RUE DES ECOLES""";;;;;
2238N2435807T;;;;;
2338N0790876F;;;;;
2338N3466372X;;;;;
2238N2291260G;;;;;
2438N1134979Z;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2238N2922726K;;;;;
2238N3118613N;;;;;
2238N1313735D;;;;;
2238N3036942I;;;;;
2238N2855337N;;;;;
2238N1694584E;;;;;
2338N0977907S;;;;;
2338N4368990Z;;;;;
2238N1424857B;;;;;
2238N0897971F;;;;;
2238N3118795N;;;;;
2238N2898536A;;;;;
2238N3112233D;;;;;
2238N1372650C;;;;;
2438N0694690U;;;;;
2138N0197281O;;;;;
"Les Contamines - Quartier de Môles - BATIMENT B""";;;;;
2238N0580688A;;;;;
2338N2465533C;;;;;
2138N0861239K;;;;;
"RD 24""";;;;;
2338N0148638T;;;;;
2338N1191272B;;;;;
2138N0510979W;;;;;
2238N0563783V;;;;;
2238N2777015D;;;;;
2138N0220334F;;;;;
2238N2628465R;;;;;
"Rue de Nantes""";;;;;
2238N1530018S;;;;;
2238N3166629H;;;;;
2238N0901069J;;;;;
2238N1217313P;;;;;
2238N2552510I;;;;;
"Rue de Nantes""";;;;;
2238N1452646W;;;;;
2138N1042711C;;;;;
2238N0978344M;;;;;
2438N0845280S;;;;;
2338N0728493W;;;;;
2238N0389830I;2275;618;0;;
2238N2898522M;;;;;
2238N3100528Y;;;;;
2138N0566497E;;;;;
2138N0701925Y;;;;;
2338N0924550N;;;;;
" Rue De L'eglise""";;;;;
2138N0858599W;;;;;
2238N1454486Q;;;;;
2438N1433455V;;;;;
2338N0430025I;;;;;
2338N4082413U;;;;;
2238N3118741L;;;;;
2238N0580646K;;;;;
2138N0943515W;;;;;
2238N0344614G;;;;;
2438N1380773P;;;;;
2238N3118797P;;;;;
2338N0924567E;;;;;
