numero_dpe;besoin_chauffage;besoin_ecs;besoin_refroidissement;besoin_ecs_batiment;besoin_ecs_logement
2338N2415238R;;;;;
2238N0779123D;;;;;
2338N0381926J;;;;;
2138N0879159Q;;;;;
2238N2291307B;;;;;
2238N0446455F;;;;;
2138N0169687G;;;;;
2338N3958863W;;;;;
2138N0532033Q;;;;;
2338N3871387K;;;;;
2238N1331218O;;;;;
2238N1932602S;;;;;
2338N3852791E;;;;;
2438N1341871J;;;;;
2338N0992193E;;;;;
2238N1155577D;;;;;
2238N3117589D;;;;;
2238N2279547T;;;;;
"Le Bourg""";;;;;
2238N1456948I;;;;;
2238N3114584O;;;;;
2238N2596636M;;;;;
ALLEE DE LA BATIE;;;;;
"EMBELLIE ALPES""";;;;;
2238N0438798S;;;;;
2438N2152793R;;;;;
2138N0569795A;;;;;
2438N1028989L;;;;;
2338N1674224D;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2238N2249578C;;;;;
2438N0355136A;;;;;
2238N0901116E;;;;;
2238N3115441N;;;;;
2338N2577838N;;;;;
2438N4431135F;;;;;
2438N0753773F;;;;;
2238N0996084U;;;;;
2338N3646284P;;;;;
2138N0655562T;;;;;
2238N2664632S;;;;;
2238N0609765J;;;;;
2238N3118606G;;;;;
2238N1253791P;;;;;
2438N0261119Z;;;;;
2438N3637700M;;;;;
2138N0333455A;;;;;
"Bâtiment C""";;;;;
2238N0408312E;;;;;
2438N0287449R;;;;;
2238N1253785J;;;;;
2138N0982991E;;;;;
2338N2192447U;;;;;
2338N3073386B;;;;;
2138N0923597U;;;;;
2338N1298670T;;;;;
2438N2263080M;;;;37466310;1388872.7
2438N0821066K;;;;;
2338N1124121I;;;;;
2338N1036233A;;;;;
2238N2809890O;;;;;
2338N0977877O;;;;;
2338N3463564X;;;;;
2238N1713861P;;;;;
2238N0402708Q;;;;;
2238N2930207D;;;;;
2138N1042953K;;;;;
2238N2809908G;;;;;
2238N1366376U;;;;;
2438N2065528I;;;;46884897.9;1350718.1
2338N0964198L;;;;;
2338N0430356B;;;;;
2238N0535760A;;;;;
2338N4094959I;;;;;
2238N0469623H;;;;;
2238N2573049H;;;;;
2338N2542504N;;;;;
2338N3202289W;;;;;
2238N2291367J;;;;;
2338N4171592T;;;;;
"140 Route de Lyon""";;;;;
2238N0901121J;;;;;
2338N0652672R;;;;;
2238N0754529F;;;;;
2138N0622614N;;;;;
2138N1037159O;;;;;
2338N3526267O;;;;;
2438N1404913B;;;;;
2338N3871313O;;;;;
2338N3869288R;;;;;
2438N0587157X;;;;;
2238N0002592O;;;;;
"Rue Victor Hugo""";;;;;
2238N1645360Y;;;;;
2338N3958867A;;;;;
2238N2037932W;;;;;
2238N0772475L;;;;;
2238N0821268C;;;;;
2238N1463269L;;;;;
2238N0900906C;;;;;
2238N0300657P;;;;;
2438N2282180C;;;;;
2238N2871089J;;;;;
2438N0279276I;;;;6574297.7;1444247.6
2338N1844222N;;;;;
2238N2730761D;;;;;
2338N0906300P;;;;;
2438N2262917F;;;;37466310;1249085.1
2138N0565873E;;;;;
2438N2737762M;;;;;
2438N0535495X;;;;;
2238N0772479P;;;;;
2338N1106291O;;;;;
2338N0148647C;;;;;
2238N0737986Y;;;;;
2338N3871195A;;;;;
2238N0965244Q;;;;;
2238N1070611F;;;;;
2438N2221830Y;;;;;
2338N2579091S;;;;;
"Mas La Chapelle""";;;;;
2138N0579335Y;;;;;
2238N0978400Q;;;;;
2238N0650875N;;;;;
2238N0446452C;;;;;
2238N0001599J;;;;;
2138N0196672D;;;;;
"Les Contamines - Quartier de Môles - BATIMENT A""";;;;;
2238N1182331D;;;;;
2238N3079740K;;;;;
2138N0726240D;;;;;
2438N3297118E;;;;;
2138N0355020L;;;;;
2338N2911211O;;;;;
2138N0314774N;;;;;
2238N1090661J;;;;;
2138N0346825G;;;;;
2138N0660101I;;;;;
2338N3394291O;;;;;
2438N1891164A;;;;;
"LES VILLAS CELESTES""";;;;;
2238N0901007Z;;;;;
2238N1217528W;;;;;
2238N0147090E;;;;;
2238N1463311B;;;;;
2238N2291245R;;;;;
2138N0772739O;;;;;
"Rue Gay""";;;;;
2438N0791048W;;;;;
2238N0773658Y;;;;;
2374N3194248Z;;;;;
2438N1028978A;;;;;
2238N2855426Y;;;;;
2138N0729046B;;;;;
2438N0317779F;;;;;
2238N3118790I;;;;;
2338N0688503U;;;;;
"2 Rue du Muret""";;;;;
2238N0543119B;;;;;
2338N0043154R;;;;;
2238N1018418U;;;;;
2238N2203947B;;;;;
2238N2688068C;;;;;
2238N1727323J;;;;;
2438N0045297D;;;;;
2338N0858726V;;;;;
2138N0346848D;;;;;
2338N0148657M;;;;;
2138N0923631C;;;;;
2138N0692218P;;;;;
2438N1613470M;;;;;
2238N1932680S;;;;;
2338N2522392Z;;;;;
2338N0239207E;;;;;
2438N0791076Y;;;;;
2138N0090409C;;;;;
2438N1192653F;;;;;
2238N1932718E;;;;;
2238N1007711Z;;;;;
2238N1733921D;;;;;
2338N2522387U;;;;;
2138N0367132H;;;;;
2338N2415311M;;;;;
2338N3513706L;;;;;
2238N2849645P;;;;;
2438N1139573R;;;;;
Bâtiment C;;;;;
"65 avenue de Claix""";;;;;
2238N3031415T;;;;;
ILOT EST;;;;;
LE GRAND PRE;;;;;
"ALLEE CHANTOURNES""";;;;;
2338N2202941K;;;;;
2238N0438834C;;;;;
2238N1219444O;;;;;
2238N2358153B;;;;;
2338N2392087G;;;;;
"13 rue Charles Piot""";;;;;
2138N0660142X;;;;;
2238N0772480Q;;;;;
2438N1155892I;;;;;
2338N2465898D;;;;;
2438N3183558M;;;;;
2238N1727074U;;;;;
2138N0729048D;;;;;
2138N0609190F;;;;;
2238N0900950U;;;;;
2238N0131399R;;;;;
2238N1912897V;;;;;
2238N0650686G;;;;;
2138N0122164L;;;;;
2338N2385293Y;;;;;
2138N0565711Y;;;;;
2438N2154412Y;;;;;
2238N2011284Y;;;;;
2238N0996115Z;;;;;
2238N2007559R;;;;;
2138N0087443A;;;;;
2338N2344819G;;;;;
2338N2415239S;;;;;
2138N0451974L;;;;;
"AVENUE DU RIF NEL AMONT""";;;;;
2138N0468016L;;;;;
2238N1139015D;;;;;
2238N0333047J;;;;;
2338N1706731K;;;;;
2238N3079759D;;;;;
2338N3337955U;;;;;
2238N2870993R;;;;;
2438N0637436S;;;;;
2438N2065523D;;;;46884897.9;1226800.1
2238N0198228A;;;;;
2238N3100362O;;;;;
2138N0923643O;;;;;
2138N0484032L;;;;;
2238N0540405R;;;;;
2438N0896575P;;;;;
2138N0773739A;;;;;
"Rue Gay""";;;;;
2238N1517790K;;;;;
"Lieudit ''Vers l'Eglise''""";;;;;
2238N1694771J;;;;;
2338N1528583O;;;;;
"Lieu dit Charbetière""";;;;;
2238N3030425R;;;;;
ILOT OUEST;;;;;
LE GRAND PRE;;;;;
"ALLEE CHANTOURNES""";;;;;
2438N3637690C;;;;;
2138N0143099Q;;;;;
2338N2372472V;;;;;
2238N1775272O;;;;;
2238N1468916Q;;;;;
2338N0924531U;;;;;
" Rue De L'eglise""";;;;;
2338N2686445S;;;;;
2338N2465733U;;;;;
2238N1028615Z;;;;;
2238N2620178Y;;;;;
2338N1955078F;;;;;
"9 chemin des seites""";;;;;
2338N2091820N;;;;;
2338N1788375O;;;;;
2238N2628495V;;;;;
"Rue de Nantes""";;;;;
2338N3466348Z;;;;;
2338N2845444B;;;;;
2238N0215722W;;;;;
2238N1182594G;;;;;
2138N0041988T;;;;;
2338N1277767U;;;;;
2438N2100493D;;;;27469026.2;1184458.6
2138N0795676T;;;;;
2438N2217779D;;;;;
2238N1417459N;;;;;
"Opération Coeur de Village""";;;;;
2238N1763953F;;;;;
2238N2265232E;;;;;
2438N0360255X;;;;;
2338N0952187M;;;;;
2338N2101910P;;;;;
2338N3464448X;;;;;
2238N1750316S;;;;;
2238N3118696S;;;;;
2238N3107265B;;;;;
2338N2332120V;;;;;
2238N1642119H;;;;;
2338N3852798L;;;;;
2138N0895982R;;;;;
"Avenue de la Muzelle""";;;;;
2238N0131383B;;;;;
2238N1610923L;;;;;
2238N1272177T;;;;;
2338N1915203O;;;;;
2438N1112090Q;;;;;
2238N1366898W;;;;;
2438N1219595L;;;;;
2438N0753718C;;;;;
2138N0894572L;;;;;
"Avenue de la Muzelle""";;;;;
2138N0483904N;;;;;
2238N0131409B;;;;;
2238N1062540U;;;;;
2238N0076996G;;;;;
2238N3107420A;;;;;
2338N2415301C;;;;;
2438N1404917F;;;;;
2238N1644940U;;;;10021988.6;1378743.2
2238N3115488I;;;;;
2238N2467745D;;;;;
2238N0327149N;;;;;
2338N3115887S;;;;;
2138N0346836R;;;;;
2238N0543111T;;;;;
2138N0692211I;;;;;
2338N0856166J;;;;;
2238N0247694O;;;;;
2238N1694549V;;;;;
2138N0440174P;;;;;
2338N0241243M;;;;;
2138N0346819A;;;;;
2138N0729044Z;;;;;
2338N0875157U;;;;;
2238N0757138O;;;;;
2438N1156669F;;;;;
2438N0011120Q;;;;;
2438N2250978A;;;;;
2238N0733439B;;;;;
2238N2640305B;;;;;
2238N0580728O;;;;;
2238N1495495X;;;;;
2138N0756026T;;;;;
2238N0198183H;;;;;
2138N0569803I;;;;;
2238N0766650K;;;;;
2238N2322869Z;;;;;
2138N0354159I;;;;;
2338N4449968N;;;;;
2138N1042697O;;;;;
2238N2470517T;;;;;
2438N0261064W;;;;;
2238N2898756M;;;;;
2338N3146800R;;;;;
2338N3078221A;;;;;
2338N2415317S;;;;;
2338N2339280F;;;;;
2438N1936899B;;;;17760569.5;1226935.1
2238N2809913L;;;;;
2338N1191226H;;;;;
2338N1032657M;;;;;
2438N1960439L;;;;26263189.5;1230581.8
2238N2849656A;;;;;
2338N1808658R;;;;;
2338N1091252D;;;;;
2338N3114702D;;;;;
2238N0541860Q;;;;;
2138N0553889G;;;;;
2238N2852648C;;;;;
2438N0821077V;;;;;
2338N3190335C;;;;;
"174 rue des Charbonnières""";;;;;
2238N2890748M;;;;;
2338N2133816T;;;;;
2338N3901978Z;;;;;
2238N1618829N;;;;;
2138N0567783Q;;;;;
2338N0263025G;;;;;
2438N2100978U;;;;3625933.8;857192.4
2238N2953251L;;;;;
2238N1070654W;;;;;
2238N0377948I;;;;;
2238N1086545B;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2438N3638379P;;;;;
2238N2333004U;;;;;
2338N0728500D;;;;;
2338N3676189U;;;;;
2238N3079797P;;;;;
2238N0574170I;;;;;
2438N1028993P;;;;;
2138N0895936X;;;;;
"Avenue de la Muzelle""";;;;;
2438N0287479V;;;;;
2338N1132472N;;;;;
2338N3988112V;;;;;
2138N0946725I;;;;;
2238N0650662I;;;;;
2138N0896024H;;;;;
"Avenue de la Muzelle""";;;;;
2238N2467678O;;;;;
2238N1126382G;;;;;
2138N0483816D;;;;;
2338N3451043I;;;;;
2238N1155543V;;;;;
2238N0775014C;;;;;
2238N1217596M;;;;;
2238N2265124A;;;;;
2238N1580924Q;;;;;
"Résidence Gueta""";;;;;
2138N1013100F;;;;;
2338N3852787A;;;;;
2138N0622664L;;;;;
2238N1717892Q;;;;;
2338N4171593U;;;;;
"140 Route de Lyon""";;;;;
2238N3118593T;;;;;
2238N3112528M;;;;;
2238N0526173H;;;;;
2138N0909132L;;;;;
"''Le foyer Retrouvé''""";;;;;
2438N2331301J;;;;;
2238N2728300M;;;;;
2238N2699718E;;;;;
2238N1083397Z;;;;;
2238N0900887J;;;;;
2438N1353932G;;;;;
2138N0923611I;;;;;
2238N2283777L;;;;;
"Le Bourg""";;;;;
2338N1706908F;;;;;
2338N0906314D;;;;;
2338N3091973Y;;;;;
2238N1694580A;;;;;
2238N0580668G;;;;;
2138N0358442B;;;;;
2338N4368985U;;;;;
2238N1932657V;;;;;
2338N1091158N;;;;;
2338N3318565A;;;;;
2138N0893826T;;;;;
2238N1007604W;;;;;
2438N1657131T;1472;527;0;;
2338N3115986N;;;;;
2238N1932688A;;;;;
2238N2707880C;;;;;
2138N0266126L;;;;;
250;;;;;
2338N1981463A;;;;;
2238N2273004C;;;;;
2338N0145744L;;;;;
2338N1036235C;;;;;
2438N0456651L;;;;;
2238N3079800S;;;;;
2238N2291311F;;;;;
2238N1478818M;;;;;
2338N1562447A;;;;;
2338N3736860H;;;;;
2238N0900881D;;;;;
2438N1021797V;;;;7708135.6;1331756.2
2438N0475964G;;;;;
2138N0531975K;;;;;
2238N1653843F;;;;;
2438N0990324I;;;;;
2338N2152299Q;;;;;
2438N1341853R;;;;;
2238N0650653Z;;;;;
2138N0894380B;;;;;
"Avenue de la Muzelle""";;;;;
2338N2465839W;;;;;
2338N2392082B;;;;;
"13 rue Charles Piot""";;;;;
2138N0655450L;;;;;
2238N0637463R;;;;;
2338N0799150L;;;;;
2338N2878177A;;;;;
2438N0261102I;;;;;
2338N0381734Z;;;;;
2238N2467693D;;;;;
2238N1239469T;;;;;
2338N3992736R;;;;;
2238N1070702S;;;;;
2238N1694776O;;;;;
2473N1236956N;;;;;
"38000 Grenoble""";;;;;
2238N2968480E;;;;;
2138N0656269Y;;;;;
2338N4259060X;;;;;
2238N2085924S;;;;;
"1 Lotissement Les prés du château""";;;;;
2238N0650633F;;;;;
2238N1070669L;;;;;
2238N1957303T;;;;;
LUCIE PELLAT;;;;;
"210 RUE DES GENERAL DEGAULLE""";;;;;
2138N0894172B;;;;;
"Avenue de la Muzelle""";;;;;
2238N2389308I;6464;735;0;;
2338N4082328N;;;;;
2238N2641809X;;;;;
ZAC Blanche Monier 6 et 8 Rue Joseph François;;;;;
"Girot""";;;;;
2238N0449460U;;;;;
2238N0147048O;;;;;
2338N1032751C;;;;;
2238N1123283B;;;;;
2138N0558950X;1314;566;0;;
2238N2220933J;;;;;
2438N1968877Z;;;;30869349.4;1208566.9
2138N0648636J;;;;;
2238N0968260Q;;;;;
2238N0579083H;;;;;
2238N0146092U;;;;;
"Fitilieu""";;;;;
2338N0729522L;;;;;
2338N1032669Y;;;;;
2338N0687950N;;;;;
"2 Rue du Muret""";;;;;
2238N2649036W;;;;;
2438N0287488E;;;;;
2238N1957350O;;;;;
LUCIE PELLAT;;;;;
"210 RUE DES GENERAL DEGAULLE""";;;;;
2338N4433223M;;;;;
2238N3032245R;;;;;
2338N1847413G;;;;;
2438N1613927B;;;;;
2338N1640237Y;;;;;
2238N1219477V;;;;;
2238N1478055D;;;;;
2338N2368187A;;;;;
2338N3869406F;;;;;
2238N0147057X;;;;;
2238N2730000W;;;;;
2238N2628469V;;;;;
"Rue de Nantes""";;;;;
2438N3955644C;;;;;
2438N1648637B;;;;;
2238N0650679Z;;;;;
2338N2220538F;;;;;
2238N0978319N;;;;;
2238N2731361F;;;;;
2338N0992137A;;;;;
2138N0756051S;;;;;
2338N3646293Y;;;;;
2238N0778122Q;;;;;
2338N0972638B;;;;;
2138N0345829Y;;;;;
2238N0659252S;;;;;
2338N2135165Q;;;;;
2238N2855341R;;;;;
2338N1869068D;;;;;
2238N1028643B;;;;;
2238N0761060K;;;;;
"RUE DES ECOLES""";;;;;
2238N3100418S;;;;;
2338N3139708X;;;;;
2238N2467723H;;;;;
2238N2322862S;;;;;
2438N1136524K;;;;;
Bâtiment C;;;;;
"65 avenue de Claix""";;;;;
2238N1269374Y;;;;;
2238N0650871J;;;;;
2438N1134974U;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2238N2809925X;;;;;
2238N3118615P;;;;;
2338N3914496L;;;;;
2238N0772463Z;;;;;
2438N0821115H;;;;;
2338N0768800D;;;;;
2338N1973781O;;;;;
2238N0773677R;;;;;
2238N0500655V;;;;;
2338N2465530Z;;;;;
2238N1932605V;;;;;
2138N0555143M;;;;;
2438N1401435H;;;;;
2238N3118800S;;;;;
2338N1681092H;;;;;
Bâtiment D;;;;;
" 67 avenue de Claix""";;;;;
2238N0519666A;;;;;
2238N1217370U;;;;;
2238N1957348M;;;;;
LUCIE PELLAT;;;;;
"210 RUE DES GENERAL DEGAULLE""";;;;;
2238N0526169D;;;;;
2238N1694781T;;;;;
2338N3511952Z;;;;;
2238N3069412E;;;;;
2238N2475318K;;;;;
2338N2465919Y;;;;;
2138N0230861C;;;;;
2438N0211292O;;;;;
2238N1312832K;;;;;
2338N1206232L;;;;;
2238N3089660Y;;;;;
2238N1568536E;;;;;
2138N0648666N;;;;;
2338N0381750P;;;;;
2338N4066302D;;;;;
2238N2332988E;;;;;
2238N3079793L;;;;;
2338N4366203U;;;;;
2338N3869294X;;;;;
2238N1932690C;;;;;
2238N1312769Z;;;;;
2338N3917523W;;;;;
2238N0901140C;;;;;
2338N4400125M;;;;;
2238N3112150Y;;;;;
2238N1914072A;;;;;
2238N0737966E;;;;;
2238N2898729L;;;;;
2238N1217539H;;;;;
2338N3958815A;;;;;
2138N0755933E;;;;;
2138N0660127I;;;;;
2238N0849971B;;;;;
2338N0790912P;;;;;
2138N0580080P;;;;;
2254N3067487T;;;;;
2438N2152862I;;;;;
2238N2837725D;;;;;
2238N1914079H;;;;;
2138N0230963A;;;;;
2238N2037919J;;;;;
2338N0359620L;;;;;
2238N2291285F;;;;;
2238N0137731F;;;;;
2238N2265220S;;;;;
2238N1456902O;;;;;
2238N3077577F;;;;;
2338N0729536Z;;;;;
2438N0030738E;;;;;
2338N2339261M;;;;;
2338N1906232N;;;;;
2238N0407758W;;;;;
2238N3227139P;;;;;
2438N1446954A;;;;;
2338N0992112B;;;;;
2338N0729284H;;;;;
2138N0536833G;;;;;
2238N0260426G;;;;;
2438N2096844U;;;;28301023.4;1205865.7
2238N1314516E;;;;;
2238N1536973F;;;;;
"Lot n°12""";;;;;
2138N0574999E;;;;;
2238N2358102C;;;;;
2338N2154910B;;;;;
2138N0660111S;;;;;
2338N1206229I;;;;;
2238N3115228I;;;;;
2138N0538039Q;;;;;
2238N0986316C;;;;11291670.4;1382862.5
2238N1424237F;;;;;
"Lotissement """"le Parc de Bayettière""";;;;;
2338N1955063Q;;;;;
"9 chemin des seites""";;;;;
2338N2133799C;;;;;
2138N0895881U;;;;;
"Avenue de la Muzelle""";;;;;
2238N3218091P;;;;;
2438N0211115T;;;;;
2338N0263732L;;;;;
2438N0947238E;;;;;
2238N0900944O;;;;;
2238N0773793D;;;;;
2338N1149850X;;;;;
2238N1217607X;;;;;
2238N0978276W;;;;;
2238N1466153J;;;;21832182.2;1242939.8
2238N1217327D;;;;;
2238N0821261V;;;;;
2238N1007606Y;;;;;
2438N2152942K;;;;;
2238N2855349Z;;;;;
2438N2263051J;;;;37466310;1373070.6
2138N0578371W;;;;;
2438N1111821H;;;;;
2438N1044822K;;;;;
2138N0983031S;;;;;
2238N0476680S;;;;;
2238N0541894Y;;;;;
2338N4094505W;;;;;
2238N0402695D;;;;;
2238N1018407J;;;;;
2238N1599584I;;;;;
"Opération Coeur de Village""";;;;;
2338N2569170D;;;;;
2238N2358033L;;;;;
2238N0695981J;;;;;
2238N1217319V;;;;;
2338N2577793U;;;;;
2338N3513554P;;;;;
2238N1417470Y;;;;;
"Opération Coeur de Village""";;;;;
2238N2730006C;;;;;
2438N1960129N;;;;26263189.5;1175409.5
2238N1932711X;;;;;
2238N0761058I;;;;;
"RUE DES ECOLES""";;;;;
2238N2491001P;;;;;
2438N1960000O;;;;;
2338N3487346P;;;;;
2238N1669226W;;;;;
2338N0572181W;;;;;
2338N4105244X;;;;;
2238N0149720I;;;;;
2338N0155107O;;;;;
2438N2152854A;;;;;
2338N1982145G;;;;;
2338N3988119C;;;;;
2138N0409148H;;;;;
2238N3118792K;;;;;
2338N0381921E;;;;;
2438N0791039N;;;;;
2238N3114011N;;;;;
2238N2332980W;;;;;
2438N1139371X;;;;;
Bâtiment D;;;;;
" 67 avenue de Claix""";;;;;
2238N1673994G;;;;;
2338N3714892J;;;;;
2338N4564611W;;;;;
2338N2465871C;;;;;
2238N2852649D;;;;;
2338N0996642H;;;;;
2238N2353271H;;;;;
2138N0197289W;;;;;
"Les Contamines - Quartier de Môles - BATIMENT B""";;;;;
2238N1217502W;;;;;
2438N2640494K;;;;;
2238N1124830O;;;;;
2238N0757078G;;;;;
2238N0174529N;;;;;
2338N0381735A;;;;;
2438N1584466Y;;;;14000916;1103195.5
2138N0692240L;;;;;
2238N2855455B;;;;;
2438N2331344A;;;;;
2338N3367271I;;;;;
2338N0241525I;;;;;
2438N1135039H;;;;;
Bâtiment B;;;;;
"71 avenue de Claix""";;;;;
2238N1580627F;;;;;
"Résidence Gueta""";;;;;
2338N3190329W;;;;;
"174 rue des Charbonnières""";;;;;
2138N0858598V;;;;;
2238N1129435R;;;;;
2138N0566503K;;;;;
2238N3118619T;;;;;
2438N1225085P;;;;;
2338N1744813C;;;;;
2238N0758384M;;;;8273936.8;1231999.9
2238N0816374W;;;;;
2138N0656190X;;;;;
2238N0986205V;;;;8271243.6;1378540.6
2338N3202371A;;;;;
2238N0175904K;;;;;
2338N2192335M;;;;;
2338N0429798P;;;;;
2438N2152837J;;;;;
2338N2926018B;;;;;
2338N2560499Q;;;;;
2238N0580735V;;;;;
2138N0836977G;;;;;
2238N2855445R;;;;;
2238N1635035V;;;;;
2438N1482694Q;;;;;
2338N2339199C;;;;;
2338N3871503W;;;;;
2238N1070423Z;;;;;
2338N2605949S;;;;;
2338N3869396V;;;;;
2338N2465603U;;;;;
2138N0772469E;;;;;
"Rue Gay""";;;;;
2238N1452668S;;;;;
2338N4387994X;;;;;
2238N2072037P;;;;;
2238N3117648K;;;;;
2438N4431192K;;;;;
2438N0350821B;;;;;
2138N0346814V;;;;;
2238N3112398M;;;;;
2238N0241718S;;;;;
2238N0449470E;;;;;
2238N1566887T;;;;;
2338N4564614Z;;;;;
2138N0582946V;;;;;
2238N0900934E;;;;;
2374N3186216B;;;;;
2438N2065565T;;;;46884897.9;1034459.4
2338N4094801G;;;;;
2138N0726698T;;;;;
2338N4066482B;;;;;
2338N0930946N;;;;;
2138N0266088Z;;;;;
250;;;;;
2238N1217423V;;;;;
2238N0543107P;;;;;
2238N0578989R;;;;;
2338N3381487C;;;;;
2338N3852814B;;;;;
2238N1312750G;;;;;
2238N2313100G;;;;;
2438N1029000W;;;;;
2138N0609756Z;;;;;
2338N0550498X;;;;;
Bâtiment A - Appartement N° A3;;;;;
"Rue de la Peyrouse""";;;;;
2438N1004395N;;;;;
2238N2358094U;;;;;
2338N3869427A;;;;;
2138N0753119Y;;;;;
2138N0729042X;;;;;
2338N4217699C;;;;;
2338N3869378D;;;;;
2238N1449052Q;;;;;
2438N2152661P;;;;;
2438N2152916K;;;;;
2238N0446446W;;;;;
2238N0952215N;;;;;
2238N2855346W;;;;;
2238N0182358Q;;;;;
2238N0987355B;;;;7244889.5;1249895.4
2238N1395068I;;;;18861206.9;1223423.6
2238N0650606E;;;;;
2138N0140326Z;;;;;
2338N4179098L;;;;;
2438N3958830Q;1070;559;36;;
2238N0407731V;;;;;
2338N1213779S;;;;;
2338N2415303E;;;;;
2238N0901058Y;;;;;
2138N0545610V;;;;;
2138N0894489G;;;;;
"Avenue de la Muzelle""";;;;;
2338N2465640F;;;;;
2338N0799188X;;;;;
2238N3118686I;;;;;
2238N0944931J;;;;;
2338N3917530D;;;;;
2238N0164789X;;;;;
2238N0355101P;;;;;
2138N0648635I;;;;;
2338N4249146P;;;;;
2338N4168673M;;;;;
2238N2628484K;;;;;
"Rue de Nantes""";;;;;
2138N0473916J;;;;;
"67/85bis Cours de la Libération""";;;;;
2238N0968196E;;;;;
2338N2859439I;;;;;
2238N2265196U;;;;;
2238N2475040S;;;;;
2138N0893610L;;;;;
2238N0965245R;;;;;
2138N0753228D;;;;;
2238N0773737Z;;;;;
2238N3112220Q;;;;;
2238N0402582U;;;;;
2338N0145722P;;;;;
2238N3118659H;;;;;
2338N3027940D;;;;;
2238N2358144S;;;;;
2238N1312754K;;;;;
2338N1684821S;;;;;
2138N0266143C;;;;;
250;;;;;
2238N2322873D;;;;;
2338N1630238J;;;;;
2238N3077514U;;;;;
"Lotissement les Folatières""";;;;;
2238N2569718E;;;;;
2138N0773384J;;;;;
2338N1191257M;;;;;
2138N0534945Q;;;;;
2238N1008280W;;;;;
2238N2898466I;;;;;
2238N3079755Z;;;;;
2138N0646434R;;;;;
2238N1087887R;;;;;
ZAC DES 7 LAUX;;;;;
"SITE DE PRAPOUTEL""";;;;;
2138N0403526B;;;;;
2138N0143130V;;;;;
2338N1788361A;;;;;
2238N0821248I;;;;;
2238N0567439L;;;;;
2238N2472614K;;;;;
2238N2729985H;;;;;
2238N3100490M;;;;;
2238N1478828W;;;;;
2238N1708049B;;;;;
2438N3955660S;;;;;
2238N2265186K;;;;;
2238N0325939Z;;;;;
"Lotissement Terriez""";;;;;
2338N1298688L;;;;;
2238N2810029X;;;;;
2338N3917540N;;;;;
2238N1478869L;;;;;
2338N0381929M;;;;;
2438N1277389H;;;;;
2238N0418959R;;;;;
2438N0825641J;;;;;
2238N2475061N;;;;;
2438N0179581X;;;;;
2238N2809887L;;;;;
2438N0145029Z;;;;5525777.6;1401703.5
2338N4296262T;;;;;
2266N1524679L;;;;;
2338N2564869S;;;;;
2338N4287567I;;;;;
2338N3466362N;;;;;
2338N2465875G;;;;;
2438N0261086S;;;;;
2338N3832797E;;;;;
2469N0478637G;;;;;
2338N1462832R;;;;;
2438N1068796M;;;;;
2238N2265089R;;;;;
2438N0930178A;4486;624;36;;
2438N1112123X;;;;;
2438N2152884E;;;;;
2338N2465756R;;;;;
2438N3297251H;;;;;
2438N3182644I;;;;;
2138N0306919K;;;;;
"10 Boulevard des Frères Desaire""";;;;;
2138N0403524Z;;;;;
2338N2560454X;;;;;
2238N0402590C;;;;;
2238N2506871Z;;;;;
2338N0732130T;;;;;
2238N0965249V;;;;;
2438N0214093H;;;;;
2138N0894444N;;;;;
"Avenue de la Muzelle""";;;;;
2338N1844184B;;;;;
2338N3871307I;;;;;
2438N1482731B;;;;;
2338N4532658X;;;;;
2138N0455352J;;;;;
"AVENUE DU RIF NEL AMONT""";;;;;
2238N3118828U;;;;;
2138N0564388B;;;;;
"10 rue du Garat""";;;;;
2138N0783282B;;;;;
2238N2777007V;;;;;
2438N0261117X;;;;;
2238N2641859V;;;;;
ZAC Blanche Monier 6 et 8 Rue Joseph François;;;;;
"Girot""";;;;;
2238N2898484A;;;;;
2238N0318280K;;;;;
2138N0553983W;;;;;
2338N2133784N;;;;;
2338N3190343K;;;;;
"174 rue des Charbonnières""";;;;;
2138N0358518Z;;;;;
2438N1223896W;;;;;
2238N0147097L;;;;;
2238N0978559T;;;;;
2138N0648684F;;;;;
2238N2778378O;;;;;
2338N1808908H;;;;;
2238N1495367Z;;;;;
2238N3055758A;;;;;
2338N2624633I;;;;;
2338N3901852D;;;;;
2138N0772698Z;;;;;
"Rue Gay""";;;;;
2238N2332998O;;;;;
2238N0407757V;;;;;
2238N0002588K;;;;;
"Rue Victor Hugo""";;;;;
2238N1366421N;;;;;
2438N0393025H;;;;;
2438N1223920U;;;;;
2338N2560501S;;;;;
2238N2475269N;;;;;
2138N0692257C;;;;;
2338N1083432J;;;;;
chemin d'avalon à la tabuisse;;;;;
"lotissement les pommiers 2""";;;;;
2438N1139339R;;;;;
Bâtiment D;;;;;
" 67 avenue de Claix""";;;;;
2438N1139321Z;;;;;
Bâtiment D;;;;;
" 67 avenue de Claix""";;;;;
2238N2219180Y;;;;;
2338N3520518L;;;;;
2338N2189950T;;;;;
2338N3115897C;;;;;
2238N2475043V;;;;;
2238N3113671L;;;;;
2338N0790956H;;;;;
2338N0145705Y;;;;;
2238N0131400S;;;;;
2438N1482690M;;;;;
2238N1114021V;;;;;
2238N2418196K;;;;;
2238N1452698W;;;;;
2438N3939502G;;;;;
2238N0415416K;;;;;
